Energy_Vol,Energy_PE,Energy_PB,Energy_PS,Energy_PCF,Materials_Vol,Materials_PE,Materials_PB,Materials_PS,Materials_PCF,Industrials_Vol,Industrials_PE,Industrials_PB,Industrials_PS,Industrials_PCF,Consumer Discretionary_Vol,Consumer Discretionary_PE,Consumer Discretionary_PB,Consumer Discretionary_PS,Consumer Discretionary_PCF,Consumer Staples_Vol,Consumer Staples_PE,Consumer Staples_PB,Consumer Staples_PS,Consumer Staples_PCF,Healthcare_Vol,Healthcare_PE,Healthcare_PB,Healthcare_PS,Healthcare_PCF,Financials_Vol,Financials_PE,Financials_PB,Financials_PS,Financials_PCF,IT_Vol,IT_PE,IT_PB,IT_PS,IT_PCF,Telecom Services_Vol,Telecom Services_PE,Telecom Services_PB,Telecom Services_PS,Telecom Services_PCF,Utilities_Vol,Utilities_PE,Utilities_PB,Utilities_PS,Utilities_PCF,HS300
0.319190933657,-0.0011580128996,0.010535223666,-0.0570600981416,9.67168915787e-05,-0.00906773664923,-0.00106981529385,0.108408233943,-0.0105251694891,0.000991546551922,0.00634108876242,2.94167041421e-05,0.0345840615841,0.0123325478378,0.000626393666024,-0.0998768412126,0.0233916692968,0.073827997038,0.0122267798489,0.0101884656556,0.0729231026511,0.0259043223098,0.0439535016092,-0.0320266733388,0.000272734019041,-0.0556251703477,-0.00451942637756,-0.0282654900371,-0.00732983555533,-7.2956987983e-05,-0.0290594485149,0.00427626537937,-0.0131001986888,-0.003522905451,0.000236567745218,-0.0659246692552,0.00888957576742,0.0157165284426,0.0136611155954,0.000472159181964,-0.0303684205527,-0.00156499572829,-0.125099123403,0.126323228328,-0.000317200971727,0.0218867903576,0.059837244209,0.037703905824,0.0760756372414,0.00130115251996,-1
-0.128985454212,-0.00822427206332,0.0210489687924,0.00782379471231,-0.000197941295363,-0.194068583924,-0.00433950298445,-0.0528297082373,0.0296000505482,-0.00123980905854,-0.283340719018,0.00315413374799,-0.0193910043539,0.0345380412149,0.00236000408289,-0.280784799662,-0.00670590843768,-0.030643452159,-0.00918306534228,-0.00531248520516,-0.320419072234,0.0082324704835,-0.00808919331087,0.0125235808603,0.000147162776697,-0.245814335025,0.021172324594,0.0316279819628,0.0213154205322,0.000378180568046,-0.161571966608,-0.00415433984262,-0.0203889707823,-0.0109002357739,-0.000381175900484,-0.29345563926,0.00639987334898,0.00586196196666,0.000670970549223,0.000496675415382,-0.0701384733591,0.00240843440994,0.0947417573403,-0.0337551103302,8.98700474222e-05,-0.2417756042,-0.0521569178071,0.0383987890274,-0.108808363102,-0.00111501645961,-1
-0.154923347404,0.000625229254353,-0.0420122856263,0.046028691382,-0.000387597563244,-0.111909290966,-0.0275705901,-0.0811090202542,-0.0212224125938,-0.000870794297729,-0.109879669811,-0.00469904663278,0.0,0.0,-0.00193412134851,-0.0923043760497,-0.00293331830458,0.0556812658072,-0.0183872898213,-0.00628516791669,-0.162868046233,0.000759058797456,0.00703158808105,0.0116155399478,4.55688369948e-06,-0.193426988842,-0.0349855738543,-0.0477150670622,-0.0190550194828,-0.00068273800623,-0.0841441767829,3.03464708625e-05,0.0137315715005,0.0177215734056,5.27271349452e-05,-0.167432179776,0.0017796726704,-0.00887603777169,-0.00883458877335,6.01263902136e-05,-0.0602229867312,0.00110165577108,0.0214835373965,-0.0508936586164,0.000689234185326,-0.0872886545715,0.00490214436499,0.0,0.0,0.000173816773567,-1
0.304654436834,0.00249764810035,0.0316379546251,-0.0493408247153,0.000291171084929,0.240302503449,0.00080213171551,-0.0398354104159,-0.0453066523749,-0.000185356490567,0.403631364974,0.0144249933033,0.0714308932441,-0.053189191243,0.00130681943081,0.330429148298,0.0282445678683,0.0652390317149,0.0341624721155,0.0158843986346,0.393564663692,0.0268220053283,0.040271411643,-0.00166611264105,0.000373884712532,0.368906240987,0.0370508725083,0.00696098257272,0.00813162980993,0.000526839230009,0.197926463277,-0.00630444267127,-0.0171517343858,-0.0158993020854,-0.000255718418554,0.266336064299,-0.031458157817,0.0396762978734,0.0104935426058,0.00115355222337,0.128896588739,0.00236023666244,-0.0533094051021,0.148741674481,0.000191485658957,0.262473411419,0.335169126632,-0.0902251626257,0.0271192567852,-0.000432128026685,-1
-0.0942875373708,-0.00102931248031,-0.0012667189155,0.0380706436676,-0.000190628431067,-0.158836028805,-0.00268721857224,0.0279860781851,-0.0324526059246,-0.000734572889534,-0.217930156679,0.00998767682527,-0.0775663138191,0.059894439716,0.00201669277348,-0.242005324663,-0.0317731433344,-0.0803467884247,-0.0346965209753,-0.0138073206957,-0.237985573456,0.0214555174704,0.00746750835198,0.0119700695087,0.000293096736008,-0.272872547134,0.0892917730013,-0.0401268917628,-0.0223720990882,-0.00110662037374,-0.108117123587,-0.00642076080174,-0.017441898652,0.00118877135792,-0.000260369501557,-0.243577692409,-0.00655567708127,-0.0198210224772,-0.00401203112294,-0.000421002100864,-0.049191152045,-0.00496876319841,-0.0330205756284,-0.120933662994,-0.00135891801178,-0.245071773921,-0.0137837877377,-0.0532425278022,0.0105577525999,-0.000348317416406,-1
0.000190953102542,-0.00626013300962,-0.0407933540301,-0.053174778055,-0.000980763791144,-0.15162606633,0.0100096530912,0.0282480364721,0.0517163594505,0.000467465147436,-0.164392194851,-0.00328620213119,0.0382615809157,0.0112966817451,-0.00111564391508,-0.137678568008,-0.0194743840477,-0.0829748663265,-0.0501159051621,-0.00849757500919,-0.15741693851,-0.0157896386439,0.0228640590956,-0.00409562274346,-8.96953038632e-05,-0.0336377722117,0.0159722290103,0.0256595341581,-0.00316741522122,0.000311538058728,-0.0422248165563,-0.00849811700616,0.0209581210341,-0.00617101276119,-0.000155430988617,-0.0775596161906,0.00927908685062,-0.00470427768452,0.00401604717011,0.00012332890677,-0.0924586470639,0.00335071866253,0.076696025767,0.0175995896107,0.00052121337187,-0.133554169647,0.0111001782126,0.0652367746921,-0.0223400559459,0.000265415086619,1
0.00848660498987,0.00417823948517,0.0527838404533,0.0196194852065,0.000488583013651,0.252114072973,-0.0103704588141,-0.0833809816058,-0.0218168779325,0.000140698070058,0.363475412317,-0.0130195464082,0.0198631360893,-0.0356915831446,-0.00243750667812,0.292356196107,0.00153805531293,0.0317013808645,0.00950009974101,0.00100410862712,0.202107887621,-0.030230389471,-0.0307331593028,0.0176097464949,-0.000268055999113,0.235897109019,0.0157674120842,0.0182030672403,0.000275332162887,6.92493961097e-05,0.365952876825,-0.0210940365805,-0.0241994772395,-0.00611974833439,-0.000515772536608,0.300826997658,-0.0286876786341,0.012115181701,-0.000477622752731,-5.64029386063e-05,0.235865728515,0.00282597038942,0.0538766238744,0.0702106294868,0.000937389366829,0.351460471293,0.0652882846371,-0.0344901311793,-0.0496054621829,-0.000353123216569,1
-0.0549940503797,0.00285665877199,-0.0662011773505,-0.00950797865758,-0.000589832807216,-0.0829459079083,0.0173205240324,0.0290452792519,0.0165301663137,0.0004777913415,-0.167603018829,0.0116603954743,-0.021621219475,-0.0434819341295,0.00223539681867,-0.127833198389,0.0133625375794,-0.0443869936168,0.0120660094478,0.0044854041971,-0.0589789659168,-0.0284799487636,-0.00839014632088,-0.00124721212736,-0.000431514142473,-0.0322695527073,-0.0554650705183,-0.0538850559595,0.00339560964843,-0.000245626747597,-0.162501095072,0.0166513721155,0.0313818389474,0.0135412895199,0.000407156352334,-0.203460271957,0.0350597758747,0.010825128669,0.0138527089612,0.000592387292275,-0.0837784184648,0.033215691559,0.0455444772528,-0.104204430307,0.000298223721758,0.0244895765377,0.0176992815409,-0.00378232717441,0.0669090232809,0.000263572471404,-1
-0.0684599551404,-0.0044259698804,0.0335148884461,0.0357908204741,-0.000291962876354,-0.0674841589153,0.00277007841192,0.0138432518254,-0.0414458168174,-0.00134110731056,-0.0641601362115,0.00969626599012,-0.0183175090339,0.0342300791338,0.000663202354628,-0.092690924197,0.0209968294423,0.0960186055032,0.0287743405617,0.00906572205407,-0.0777286242054,-0.0167681011738,-0.027857660326,-0.00414551145996,-0.000157261813818,0.00124702116935,0.0426687942249,0.0650685127183,-0.00394871126645,-8.26379891197e-05,0.0351209370883,0.00876306563042,-0.017488764807,-0.0129530855246,0.000187555487254,0.0195202767156,-0.0629936843704,0.0,-0.0179911709549,-0.000593528944806,0.0131066208573,-3.94261946568e-05,-0.175389716984,0.017646773497,-0.000619065689242,-0.0297981566664,-0.0278928692389,-0.041078036799,-0.0104075626517,-0.000175308270633,1
0.184159042627,0.00209373111719,0.00277622252663,-0.0143841693633,0.000395666367214,0.191240221792,-0.0249652245028,-0.0982195384667,0.00620360447782,-0.000583408789905,0.320153248723,0.0184068773778,0.0414940167589,0.00765672241792,0.00125549789522,0.559558154583,-0.0374357400553,-0.0522112721779,-0.0546113518046,-0.0168104282693,0.155077005239,0.00788804879119,0.00528692980775,-0.0326321016518,8.69813035941e-05,0.0598303388955,0.0358812158742,0.00691505004692,0.000826150218085,5.72569181992e-05,0.395368406863,0.00450661547513,0.0138297477654,0.00715584186014,0.000387003782128,0.257135146551,-0.0239534339691,0.0277733013448,0.0119649273838,-4.90278365928e-05,0.115047727817,0.00231198706867,0.108432312291,0.140796716885,0.000733389594964,0.142367427586,0.540256349648,0.0525079048662,-0.0101322046822,0.0,1
