,Time,Energy,Materials,Industrials,Consumer Discretionary,Consumer Staples,Healthcare,Financials,IT,Telecom Services,Utilities,Energy.1,Materials.1,Industrials.1,Consumer Discretionary.1,Consumer Staples.1,Healthcare.1,Financials.1,IT.1,Telecom Services.1,Utilities.1,Energy.2,Materials.2,Industrials.2,Consumer Discretionary.2,Consumer Staples.2,Healthcare.2,Financials.2,IT.2,Telecom Services.2,Utilities.2,Energy.3,Materials.3,Industrials.3,Consumer Discretionary.3,Consumer Staples.3,Healthcare.3,Financials.3,IT.3,Telecom Services.3,Utilities.3,Energy.4,Materials.4,Industrials.4,Consumer Discretionary.4,Consumer Staples.4,Healthcare.4,Financials.4,IT.4,Telecom Services.4,Utilities.4,Energy.5,Materials.5,Industrials.5,Consumer Discretionary.5,Consumer Staples.5,Healthcare.5,Financials.5,IT.5,Telecom Services.5,Utilities.5
151,2013-10-24,7.36,6.33,6.22,9.93,14.84,18.56,4.83,11.92,4.86,5.57,570608987.0,2536823326.0,4383936672.0,3095490557.0,985866026.0,904350402.0,2808221212.0,2023128929.0,164930925.0,1035936560.0,11.35,51.88,21.84,22.85,22.91,40.76,6.75,69.45,32.03,13.56,1.32,1.73,1.78,2.62,3.38,4.52,1.19,3.82,1.47,1.74,0.51,0.85,0.91,1.02,1.58,4.32,1.81,3.17,0.39,1.39,9.96,33.55,-15.84,33.39,36.18,282.71,-8.83,-20.6,-7.2,14.75
152,2013-10-25,7.27,6.21,6.09,9.75,14.44,18.1,4.82,11.53,4.71,5.5,574262465.0,2716783532.0,4583243997.0,3663808270.0,1147805859.0,1000617770.0,3344168639.0,2399225922.0,212018959.0,1173110900.0,11.22,51.22,21.39,22.12,22.47,39.89,6.72,66.29,28.41,13.41,1.3,1.7,1.75,2.55,3.29,4.39,1.18,3.69,1.41,1.72,0.5,0.83,0.89,1.0,1.54,4.22,1.8,3.07,0.38,1.38,9.84,32.93,-15.54,32.68,35.24,275.72,-8.8,-19.96,-6.97,14.6
153,2013-10-28,7.29,6.19,6.11,9.78,14.34,17.92,4.81,11.57,4.69,5.52,599676982.0,2307941643.0,3737925957.0,3108643596.0,1199923309.0,786001046.0,2240054358.0,1958547697.0,147061740.0,892390008.0,11.38,49.17,21.37,21.83,22.92,39.02,6.62,65.66,27.91,13.39,1.3,1.69,1.74,2.53,3.26,4.32,1.17,3.69,1.4,1.71,0.51,0.83,0.89,1.0,1.53,4.18,1.8,3.09,0.38,1.38,9.88,32.81,-15.56,32.65,35.09,273.47,-8.8,-20.05,-6.95,14.63
154,2013-10-29,7.33,6.07,5.98,9.58,14.16,17.63,4.88,11.28,4.68,5.53,925110392.0,3430004525.0,5240854604.0,4291272176.0,1565391070.0,1050071804.0,4815289090.0,3019722583.0,237173167.0,1725818158.0,11.4,46.88,20.76,21.4,22.71,37.85,6.69,62.84,27.79,13.19,1.3,1.65,1.7,2.47,3.2,4.21,1.19,3.59,1.4,1.71,0.51,0.81,0.87,0.97,1.51,4.11,1.83,3.01,0.38,1.39,9.93,32.17,-15.22,31.97,34.6,268.97,-8.92,-19.57,-6.94,14.66
155,2013-10-30,7.49,6.15,6.09,9.77,14.31,17.83,4.92,11.4,4.73,5.71,924261102.0,2634033996.0,4263822973.0,3361965905.0,1103794505.0,761311087.0,3201999510.0,1933748758.0,156556031.0,2485804382.0,11.32,44.22,21.2,21.57,23.14,38.07,6.7,63.21,28.08,13.18,1.3,1.67,1.72,2.51,3.23,4.26,1.19,3.62,1.41,1.75,0.52,0.83,0.89,0.99,1.53,4.16,1.84,3.04,0.38,1.43,10.14,32.64,-15.52,32.57,34.99,272.04,-8.99,-19.78,-7.01,15.16
156,2013-10-31,7.5,6.13,6.04,9.62,14.09,17.52,4.88,11.18,4.69,5.61,877376447.0,2646569701.0,4140785732.0,3175860600.0,1156326816.0,685723883.0,3467399828.0,1953017683.0,211774161.0,1497484050.0,11.35,42.32,20.67,20.67,22.88,37.27,6.54,60.12,27.74,12.68,1.3,1.67,1.69,2.45,3.17,4.16,1.15,3.53,1.39,1.69,0.52,0.82,0.88,0.98,1.5,4.08,1.83,2.98,0.38,1.41,10.14,32.49,-15.37,32.02,34.43,266.96,-8.93,-19.36,-6.93,14.9
157,2013-11-01,7.52,6.14,6.04,9.59,14.03,17.57,4.93,11.12,4.54,5.58,629770061.0,2237764026.0,3354113143.0,2768717465.0,954699457.0,562175481.0,2810946922.0,1642537090.0,192748060.0,962351605.0,11.37,42.33,20.66,20.62,22.78,37.36,6.6,59.78,26.84,12.62,1.31,1.67,1.69,2.44,3.15,4.17,1.17,3.51,1.35,1.68,0.52,0.82,0.88,0.97,1.5,4.09,1.85,2.96,0.37,1.4,10.16,32.5,-15.37,31.95,34.29,267.61,-9.01,-19.25,-6.7,14.84
158,2013-11-04,7.52,6.17,6.06,9.66,14.07,17.42,4.91,11.21,4.51,5.64,663436521.0,2045685095.0,3001459014.0,2262883084.0,759853282.0,553985409.0,2165898764.0,1485406271.0,119329487.0,972013752.0,11.37,42.48,20.76,20.76,22.86,37.09,6.57,60.23,26.62,12.74,1.31,1.67,1.7,2.46,3.16,4.14,1.16,3.54,1.34,1.7,0.52,0.83,0.88,0.98,1.5,4.06,1.84,2.98,0.36,1.42,10.17,32.61,-15.43,32.16,34.41,265.62,-8.97,-19.39,-6.65,14.98
159,2013-11-05,7.54,6.21,6.11,9.8,14.2,17.49,4.89,11.46,4.56,5.67,804709309.0,2436456853.0,3558789101.0,2770922133.0,1060321886.0,652685345.0,2658782357.0,1800561412.0,146796213.0,1164711612.0,11.41,42.83,20.93,21.1,23.08,37.26,6.56,61.62,26.95,12.81,1.31,1.69,1.71,2.5,3.19,4.16,1.16,3.62,1.35,1.71,0.52,0.83,0.89,1.0,1.52,4.08,1.83,3.05,0.37,1.42,10.2,32.88,-15.56,32.68,34.74,266.84,-8.95,-19.84,-6.73,15.06
160,2013-11-06,7.65,6.17,6.05,9.61,14.13,17.24,4.83,11.36,4.5,5.62,1401175099.0,2833862345.0,3989385068.0,2987193995.0,1126900323.0,671033115.0,2596311004.0,2099818740.0,130824206.0,1236159638.0,11.57,42.58,20.73,20.62,22.92,36.74,6.48,61.06,26.59,12.69,1.33,1.67,1.69,2.44,3.17,4.1,1.14,3.59,1.34,1.69,0.53,0.83,0.88,0.97,1.51,4.02,1.81,3.03,0.36,1.41,10.35,32.69,-15.42,31.94,34.49,263.12,-8.84,-19.66,-6.64,14.92
161,2013-11-07,7.63,6.11,6.0,9.48,13.95,16.96,4.84,11.14,4.43,5.62,982960171.0,2173474066.0,3262014536.0,2331347383.0,1186621704.0,597777415.0,2191451670.0,1630832459.0,114395227.0,948100217.0,11.54,42.14,20.58,20.3,22.58,36.1,6.5,59.95,26.19,12.71,1.33,1.66,1.68,2.4,3.12,4.03,1.15,3.52,1.32,1.7,0.53,0.82,0.87,0.96,1.48,3.95,1.82,2.97,0.36,1.41,10.32,32.35,-15.3,31.45,33.98,258.57,-8.87,-19.3,-6.54,14.95
162,2013-11-08,7.53,6.02,5.93,9.37,13.75,16.76,4.8,10.95,4.36,5.55,787065022.0,2128617472.0,3233741777.0,2285797784.0,1067660062.0,551850034.0,2535347941.0,1585827040.0,126341006.0,854601957.0,11.39,41.53,20.34,20.13,22.26,35.64,6.45,58.96,25.8,12.57,1.31,1.63,1.66,2.38,3.08,3.98,1.14,3.46,1.3,1.68,0.52,0.81,0.86,0.95,1.46,3.9,1.8,2.92,0.35,1.4,10.18,31.89,-15.13,31.18,33.49,255.26,-8.8,-18.98,-6.44,14.78
163,2013-11-11,7.51,6.03,5.94,9.41,13.91,17.17,4.79,11.04,4.33,5.57,629251804.0,1807388861.0,2769758551.0,1863721269.0,900163868.0,561940748.0,1971368801.0,1323460217.0,110336223.0,766272823.0,11.36,41.66,20.38,20.23,22.51,36.51,6.45,59.49,25.54,12.6,1.31,1.64,1.66,2.39,3.11,4.08,1.14,3.49,1.28,1.68,0.52,0.81,0.87,0.96,1.48,4.0,1.8,2.95,0.35,1.4,10.16,31.98,-15.16,31.35,33.87,261.49,-8.81,-19.15,-6.38,14.82
164,2013-11-12,7.54,6.08,5.99,9.48,14.16,17.43,4.85,11.11,4.35,5.58,679572205.0,1975757762.0,2849875859.0,2365643745.0,1167643739.0,727061635.0,2307248293.0,1521810169.0,119895911.0,883851168.0,11.39,42.0,20.54,20.38,22.87,37.06,6.51,59.89,25.67,12.62,1.31,1.65,1.68,2.41,3.16,4.14,1.15,3.52,1.29,1.68,0.52,0.82,0.87,0.96,1.5,4.06,1.82,2.97,0.35,1.4,10.19,32.24,-15.27,31.57,34.42,265.47,-8.89,-19.29,-6.41,14.84
165,2013-11-13,7.41,5.98,5.89,9.3,13.96,17.15,4.75,10.97,4.26,5.41,677863952.0,2103879040.0,3296450115.0,2396956302.0,1217074707.0,531934677.0,2665527413.0,1654519367.0,144722002.0,980793592.0,11.19,41.29,20.19,19.98,22.59,36.45,6.38,59.24,25.12,12.24,1.29,1.62,1.65,2.36,3.12,4.07,1.13,3.48,1.26,1.63,0.51,0.8,0.86,0.94,1.48,3.99,1.78,2.94,0.34,1.36,10.0,31.7,-15.01,30.96,33.99,261.09,-8.71,-19.08,-6.27,14.39
166,2013-11-14,7.41,6.03,5.96,9.47,14.11,17.42,4.74,11.25,4.33,5.42,584660514.0,1970709634.0,3459959440.0,2680223641.0,1145521551.0,563328201.0,2409314858.0,1925155714.0,146049760.0,768965077.0,11.19,41.61,20.48,20.39,22.87,37.06,6.38,60.84,25.55,12.25,1.29,1.64,1.67,2.41,3.16,4.14,1.13,3.57,1.28,1.63,0.51,0.81,0.87,0.96,1.5,4.06,1.78,3.01,0.35,1.36,10.0,31.95,-15.23,31.58,34.41,265.42,-8.71,-19.59,-6.38,14.4
167,2013-11-15,7.51,6.13,6.08,9.64,14.33,17.59,4.83,11.49,4.42,5.52,901507517.0,2961340283.0,5041235221.0,3461120801.0,1378152889.0,782973734.0,3983187165.0,2593424472.0,203900214.0,1061557218.0,11.34,42.46,20.89,20.74,23.25,37.42,6.48,62.1,26.1,12.47,1.3,1.67,1.7,2.45,3.21,4.18,1.14,3.65,1.31,1.66,0.52,0.83,0.89,0.98,1.53,4.1,1.81,3.08,0.36,1.39,10.14,32.6,-15.53,32.13,34.98,268.04,-8.84,-20.0,-6.52,14.66
168,2013-11-18,7.68,6.26,6.23,9.86,14.64,17.79,5.01,11.72,4.5,5.63,1025676693.0,3345293412.0,5865443110.0,3724335338.0,1777956222.0,964171488.0,5857028812.0,2742755716.0,197800605.0,1147365051.0,11.61,43.35,21.41,21.24,23.76,37.87,6.71,63.63,26.59,12.72,1.33,1.7,1.75,2.51,3.28,4.23,1.18,3.74,1.34,1.7,0.53,0.84,0.91,1.0,1.56,4.15,1.87,3.15,0.36,1.41,10.38,33.28,-15.92,32.9,35.76,271.21,-9.15,-20.49,-6.64,14.95
169,2013-11-19,7.69,6.26,6.25,9.9,14.56,17.71,4.98,11.76,4.5,5.63,941866256.0,2965392719.0,5070559212.0,3527550137.0,1686059936.0,791760030.0,4069545343.0,2424312997.0,142000086.0,1011267026.0,11.63,43.35,21.45,21.34,23.61,37.72,6.67,63.86,26.59,12.72,1.34,1.7,1.75,2.53,3.26,4.21,1.18,3.75,1.34,1.7,0.53,0.84,0.91,1.01,1.55,4.13,1.86,3.16,0.36,1.41,10.4,33.28,-15.95,33.06,35.53,270.15,-9.1,-20.56,-6.64,14.96
170,2013-11-20,7.71,6.3,6.34,9.97,14.59,17.78,5.0,11.9,4.55,5.65,699594137.0,2717041790.0,5821881084.0,3545931277.0,1392975068.0,684769781.0,3197889772.0,2594415554.0,133312903.0,818441911.0,11.65,43.62,21.75,21.47,23.69,37.87,6.7,64.59,26.9,12.75,1.34,1.71,1.77,2.54,3.27,4.23,1.18,3.79,1.35,1.7,0.53,0.85,0.92,1.01,1.56,4.15,1.87,3.2,0.37,1.42,10.42,33.49,-16.17,33.26,35.65,271.09,-9.14,-20.79,-6.72,14.99
171,2013-11-21,7.81,6.27,6.32,9.94,14.48,17.72,4.99,11.87,4.56,5.61,1184343940.0,2978455618.0,6177692433.0,3972390944.0,1627604282.0,707119111.0,4046378463.0,2656886157.0,145907090.0,913817026.0,11.81,43.43,21.67,21.34,23.54,37.72,6.69,64.42,26.97,12.67,1.36,1.71,1.77,2.53,3.25,4.21,1.18,3.78,1.36,1.69,0.54,0.84,0.92,1.01,1.55,4.13,1.87,3.19,0.37,1.41,10.56,33.34,-16.11,33.06,35.42,270.02,-9.13,-20.74,-6.74,14.9
172,2013-11-22,7.86,6.29,6.27,9.89,14.43,17.6,4.96,11.76,4.52,5.59,1046357468.0,3096789370.0,4824849068.0,3079855902.0,1362946125.0,695818345.0,3596123533.0,2388192227.0,162772729.0,804665404.0,11.87,43.52,21.52,21.27,23.44,37.47,6.67,63.97,26.8,12.62,1.36,1.71,1.75,2.52,3.24,4.18,1.18,3.76,1.35,1.68,0.54,0.85,0.91,1.0,1.54,4.1,1.86,3.17,0.37,1.4,10.61,33.41,-16.0,32.96,35.28,268.22,-9.1,-20.59,-6.69,14.84
173,2013-11-25,7.7,6.26,6.31,9.89,14.42,17.64,4.94,11.78,4.44,5.55,832905213.0,2944751837.0,5073097396.0,2819563328.0,1237594167.0,607213919.0,3207550638.0,2176584781.0,143702316.0,667854933.0,11.64,43.38,21.63,21.25,23.44,37.55,6.62,64.04,26.33,12.55,1.34,1.7,1.76,2.51,3.24,4.19,1.17,3.76,1.32,1.67,0.53,0.84,0.92,1.0,1.54,4.11,1.85,3.17,0.36,1.39,10.41,33.3,-16.09,32.93,35.27,268.8,-9.04,-20.62,-6.58,14.76
174,2013-11-26,7.62,6.27,6.32,9.88,14.4,17.69,4.93,11.91,4.43,5.55,693867262.0,2447219088.0,5033606338.0,2771264963.0,1035934137.0,645984658.0,2723066688.0,2528334281.0,101707178.0,571868643.0,11.53,43.53,21.66,21.28,23.41,37.67,6.61,64.7,26.24,12.54,1.32,1.71,1.77,2.52,3.23,4.21,1.17,3.8,1.32,1.67,0.53,0.85,0.92,1.0,1.54,4.12,1.85,3.21,0.36,1.39,10.3,33.42,-16.11,32.96,35.23,269.68,-9.02,-20.83,-6.55,14.74
175,2013-11-27,7.65,6.32,6.41,10.0,14.49,17.82,4.97,12.18,4.52,5.58,773979432.0,2704046163.0,5532006404.0,3079633146.0,1080136871.0,688465289.0,3523163278.0,2839884532.0,133845620.0,698510290.0,11.57,43.88,21.94,21.57,23.56,37.96,6.66,66.15,26.8,12.62,1.33,1.72,1.79,2.55,3.26,4.24,1.18,3.88,1.35,1.68,0.53,0.85,0.93,1.02,1.55,4.16,1.86,3.28,0.37,1.4,10.35,33.69,-16.32,33.41,35.46,271.78,-9.09,-21.3,-6.69,14.84
176,2013-11-28,7.74,6.46,6.44,10.09,14.69,17.98,4.99,12.26,4.56,5.61,1113487644.0,4337798998.0,5713675434.0,3338905043.0,1472326982.0,788840960.0,3719097553.0,2984440016.0,208992779.0,882372606.0,11.7,44.93,22.08,21.76,23.91,38.32,6.69,66.6,26.98,12.7,1.34,1.76,1.8,2.57,3.3,4.28,1.18,3.91,1.36,1.69,0.53,0.87,0.94,1.03,1.57,4.2,1.87,3.3,0.37,1.41,10.46,34.5,-16.42,33.7,35.98,274.3,-9.13,-21.44,-6.74,14.93
177,2013-11-29,7.7,6.45,6.49,10.14,14.7,18.2,4.99,12.45,4.66,5.63,740050420.0,3342758881.0,5320926564.0,3105294562.0,1194556090.0,766572842.0,2614866092.0,2766330995.0,293755863.0,791584373.0,11.66,44.96,22.24,21.88,23.96,38.78,6.68,67.75,27.61,12.72,1.34,1.76,1.81,2.59,3.31,4.33,1.18,3.96,1.39,1.7,0.53,0.87,0.94,1.03,1.57,4.25,1.87,3.36,0.38,1.41,10.42,34.52,-16.54,33.88,36.05,277.64,-9.12,-21.81,-6.9,14.96
178,2013-12-02,7.88,6.26,6.22,9.68,14.12,17.47,5.06,11.64,4.5,5.56,1056348922.0,4370475522.0,6862702953.0,4201461996.0,1538255469.0,1012010710.0,6533093716.0,3432184353.0,264239274.0,1543079603.0,11.9,43.48,21.3,20.81,23.0,37.09,6.79,63.19,26.57,12.58,1.37,1.7,1.74,2.46,3.17,4.14,1.2,3.69,1.34,1.68,0.54,0.85,0.91,0.98,1.51,4.06,1.9,3.13,0.36,1.4,10.64,33.39,-15.84,32.23,34.61,265.49,-9.27,-20.34,-6.64,14.79
179,2013-12-03,7.86,6.38,6.35,9.85,14.42,17.86,5.05,11.84,4.56,5.67,709031053.0,3434791081.0,4561021949.0,2848002773.0,1076748218.0,650298802.0,3644811306.0,2445371272.0,162941502.0,1280931071.0,11.88,44.42,21.73,21.15,23.51,37.9,6.77,64.0,26.93,12.82,1.36,1.73,1.77,2.5,3.25,4.23,1.19,3.74,1.35,1.71,0.54,0.86,0.92,1.0,1.54,4.15,1.89,3.17,0.37,1.42,10.62,34.11,-16.16,32.76,35.38,271.34,-9.24,-20.6,-6.73,15.07
180,2013-12-04,7.89,6.47,6.49,10.04,14.64,18.07,5.09,11.96,4.64,5.72,762863891.0,4209093972.0,6973777348.0,3725270610.0,1499691477.0,874337985.0,4760779466.0,2797638127.0,244872461.0,1417626747.0,11.93,45.0,22.23,21.51,23.87,38.31,6.82,64.48,27.37,12.9,1.37,1.75,1.81,2.54,3.29,4.28,1.2,3.77,1.38,1.72,0.55,0.88,0.94,1.02,1.57,4.2,1.91,3.19,0.38,1.43,10.67,34.55,-16.53,33.32,35.91,274.28,-9.3,-20.76,-6.84,15.17
181,2013-12-05,7.86,6.46,6.49,10.07,14.63,18.07,5.07,11.73,4.56,5.7,651637144.0,3180354010.0,5685445882.0,3578778968.0,1279655987.0,713247702.0,3386294098.0,2644171763.0,282238766.0,926358436.0,11.89,44.86,22.18,21.56,23.88,38.27,6.79,63.19,26.9,12.85,1.37,1.75,1.81,2.55,3.3,4.27,1.2,3.69,1.35,1.71,0.54,0.87,0.94,1.02,1.57,4.19,1.9,3.13,0.37,1.43,10.63,34.44,-16.5,33.39,35.94,274.0,-9.27,-20.34,-6.72,15.1
182,2013-12-06,7.85,6.45,6.44,10.05,14.64,18.03,5.04,11.61,4.51,5.68,622569577.0,2957517755.0,4686944778.0,3064601605.0,1065839757.0,628114845.0,2972269607.0,1916872458.0,124814648.0,833894079.0,11.86,44.83,22.11,21.57,23.89,38.22,6.76,62.61,26.58,12.8,1.36,1.75,1.8,2.55,3.29,4.27,1.19,3.66,1.34,1.71,0.54,0.87,0.94,1.02,1.57,4.19,1.89,3.1,0.36,1.42,10.61,34.42,-16.44,33.41,35.96,273.63,-9.22,-20.15,-6.64,15.05
183,2013-12-09,7.84,6.48,6.47,10.17,14.75,18.11,5.03,11.73,4.5,5.7,565726460.0,2905142647.0,4037515560.0,2950411600.0,1426595317.0,577105342.0,2490653720.0,1614831087.0,120338398.0,778923475.0,11.85,45.03,22.22,21.83,24.09,38.44,6.74,63.42,26.58,12.85,1.36,1.76,1.81,2.58,3.32,4.29,1.19,3.71,1.34,1.71,0.54,0.88,0.94,1.03,1.58,4.21,1.88,3.14,0.36,1.43,10.6,34.57,-16.53,33.8,36.26,275.16,-9.19,-20.42,-6.64,15.11
184,2013-12-10,7.77,6.5,6.47,10.28,14.73,17.97,5.04,11.72,4.48,5.69,558047015.0,3273722604.0,4511220761.0,4137592653.0,1270170024.0,626595766.0,2793734371.0,1946868576.0,90269221.0,807517936.0,11.75,45.11,22.19,22.05,24.06,38.16,6.75,63.28,26.44,12.82,1.35,1.76,1.81,2.61,3.32,4.26,1.19,3.7,1.33,1.71,0.54,0.88,0.94,1.04,1.58,4.18,1.89,3.13,0.36,1.42,10.5,34.63,-16.5,34.15,36.2,273.14,-9.21,-20.37,-6.6,15.08
185,2013-12-11,7.66,6.4,6.37,10.17,14.64,17.85,4.95,11.61,4.42,5.63,725846862.0,3083576869.0,4278092393.0,3228994072.0,1370277836.0,563904711.0,3328344442.0,1816251281.0,103739570.0,868040714.0,11.58,44.49,21.89,21.81,23.87,37.89,6.63,62.85,26.06,12.7,1.33,1.74,1.78,2.58,3.29,4.23,1.17,3.67,1.31,1.7,0.53,0.87,0.93,1.03,1.57,4.15,1.85,3.11,0.36,1.41,10.35,34.16,-16.28,33.77,35.92,271.25,-9.05,-20.23,-6.51,14.94
186,2013-12-12,7.67,6.39,6.39,10.22,14.62,18.0,4.92,11.78,4.51,5.63,710674130.0,2500239159.0,3483927692.0,2835779334.0,1142204201.0,585536438.0,2386249036.0,1782172728.0,132674836.0,644501221.0,11.6,44.45,21.95,21.97,23.84,38.23,6.6,63.83,26.65,12.7,1.33,1.74,1.79,2.6,3.29,4.26,1.16,3.73,1.34,1.69,0.53,0.86,0.93,1.04,1.57,4.19,1.85,3.16,0.37,1.41,10.38,34.12,-16.33,34.02,35.87,273.7,-9.01,-20.55,-6.66,14.93
187,2013-12-13,7.61,6.39,6.4,10.25,14.59,18.1,4.91,11.8,4.47,5.61,763391740.0,2440758174.0,3802126131.0,2527777847.0,1061464669.0,594593339.0,2666458833.0,1601320482.0,90520212.0,629700040.0,11.52,44.39,22.02,22.03,23.8,38.44,6.58,63.92,26.41,12.65,1.32,1.73,1.79,2.6,3.28,4.28,1.16,3.74,1.33,1.69,0.53,0.86,0.94,1.04,1.56,4.21,1.84,3.17,0.36,1.41,10.3,34.08,-16.37,34.11,35.82,275.2,-8.98,-20.58,-6.6,14.88
188,2013-12-16,7.49,6.27,6.29,10.05,14.36,17.83,4.86,11.64,4.38,5.54,1120389767.0,2653865790.0,4314307676.0,3183181445.0,1328184953.0,651745493.0,2819780010.0,1736986311.0,105210630.0,744940277.0,11.36,43.61,21.65,21.63,23.4,37.87,6.51,63.1,25.89,12.48,1.3,1.7,1.76,2.55,3.22,4.21,1.15,3.69,1.3,1.67,0.52,0.85,0.92,1.02,1.54,4.15,1.82,3.13,0.35,1.39,10.16,33.48,-16.1,33.49,35.21,271.11,-8.89,-20.31,-6.47,14.68
189,2013-12-17,7.45,6.23,6.27,9.91,14.26,17.97,4.84,11.56,4.36,5.52,892194758.0,2056849573.0,3494651304.0,2342038977.0,939141692.0,581862702.0,2338489466.0,1562456737.0,87910798.0,560587533.0,11.31,43.35,21.56,21.3,23.22,38.12,6.49,62.57,25.72,12.44,1.3,1.69,1.76,2.51,3.2,4.24,1.15,3.66,1.29,1.66,0.52,0.84,0.92,1.01,1.53,4.17,1.81,3.1,0.35,1.38,10.11,33.28,-16.03,33.0,34.95,272.91,-8.86,-20.14,-6.42,14.62
190,2013-12-18,7.45,6.24,6.24,9.89,14.23,18.14,4.84,11.51,4.33,5.51,626614470.0,1731744288.0,2826588408.0,2074259429.0,745457146.0,667662930.0,1863246446.0,1484107303.0,94187122.0,470276050.0,11.3,43.38,21.47,21.23,23.18,38.38,6.48,62.57,25.57,12.4,1.3,1.69,1.75,2.51,3.19,4.27,1.14,3.66,1.29,1.65,0.52,0.84,0.91,1.0,1.52,4.2,1.81,3.1,0.35,1.38,10.1,33.3,-15.97,32.88,34.88,274.74,-8.85,-20.14,-6.39,14.58
191,2013-12-19,7.42,6.19,6.18,9.79,14.08,18.03,4.79,11.43,4.3,5.47,680271173.0,1899530365.0,2963913394.0,2050869295.0,834973376.0,671802416.0,2297286783.0,1451090461.0,102460128.0,823601048.0,11.26,43.03,21.27,21.03,22.95,38.18,6.42,62.14,25.42,12.79,1.29,1.68,1.73,2.48,3.16,4.25,1.13,3.63,1.28,1.69,0.51,0.84,0.9,0.99,1.51,4.18,1.8,3.08,0.35,1.4,10.06,33.03,-15.82,32.56,34.53,273.31,-8.77,-20.0,-6.35,13.33
192,2013-12-20,7.29,6.07,6.09,9.64,13.95,17.92,4.66,11.25,4.23,5.37,684192001.0,2196298505.0,3419647023.0,2425871387.0,926885389.0,714071242.0,2863509224.0,1461415046.0,107160540.0,661763661.0,11.05,42.23,20.98,20.68,22.77,37.96,6.23,61.22,25.0,12.47,1.27,1.65,1.71,2.44,3.13,4.23,1.1,3.58,1.26,1.64,0.5,0.82,0.89,0.98,1.5,4.16,1.74,3.03,0.34,1.36,9.88,32.42,-15.6,32.03,34.27,271.76,-8.51,-19.71,-6.24,13.0
193,2013-12-23,7.31,6.05,6.08,9.65,13.96,18.41,4.69,11.2,4.18,5.34,520532847.0,1720204412.0,2629266024.0,1990163788.0,823642222.0,950322976.0,2123183605.0,1281529328.0,86891962.0,653304697.0,11.08,42.09,20.94,20.66,22.79,39.06,6.3,60.92,24.67,12.35,1.27,1.64,1.7,2.44,3.14,4.35,1.11,3.56,1.24,1.63,0.51,0.82,0.89,0.98,1.5,4.28,1.76,3.02,0.34,1.35,9.9,32.31,-15.57,32.0,34.3,279.65,-8.6,-19.61,-6.16,12.87
194,2013-12-24,7.31,6.08,6.11,9.72,14.02,18.34,4.68,11.39,4.23,5.37,596334637.0,1790477664.0,3030314260.0,1977844012.0,873390561.0,828528754.0,1945369965.0,1460783088.0,122684773.0,657380925.0,11.08,42.35,21.07,20.89,22.92,38.91,6.29,61.99,24.98,12.43,1.27,1.65,1.71,2.46,3.15,4.33,1.11,3.62,1.26,1.64,0.51,0.82,0.9,0.99,1.51,4.26,1.76,3.07,0.34,1.36,9.9,32.51,-15.67,32.35,34.49,278.56,-8.58,-19.96,-6.24,12.95
195,2013-12-25,7.34,6.13,6.17,9.85,14.13,18.37,4.71,11.66,4.3,5.4,527270919.0,1784282252.0,2739451263.0,2136831281.0,835601272.0,763081109.0,1949147030.0,1973187119.0,87560923.0,580886812.0,11.13,42.82,21.3,21.17,23.15,39.04,6.32,63.54,25.4,12.58,1.28,1.66,1.73,2.5,3.19,4.35,1.11,3.71,1.28,1.65,0.51,0.83,0.91,1.0,1.52,4.27,1.77,3.15,0.35,1.36,9.95,32.87,-15.84,32.78,34.84,279.5,-8.63,-20.46,-6.34,13.11
196,2013-12-26,7.25,6.03,6.06,9.61,13.92,18.23,4.65,11.46,4.21,5.29,717225772.0,2294067279.0,3310346537.0,2295708904.0,957924068.0,801436317.0,2280033938.0,1976004636.0,82541883.0,653504807.0,10.97,42.09,20.97,20.68,22.78,38.72,6.23,62.5,24.88,12.34,1.26,1.63,1.7,2.43,3.13,4.31,1.1,3.65,1.25,1.62,0.5,0.82,0.89,0.98,1.5,4.24,1.74,3.1,0.34,1.34,9.81,32.31,-15.59,32.03,34.28,277.22,-8.51,-20.12,-6.21,12.86
197,2013-12-27,7.28,6.12,6.17,9.78,14.08,18.37,4.72,11.73,4.27,5.37,560683668.0,2158097890.0,3463049660.0,2244692542.0,812321133.0,704521135.0,2562132476.0,2096564668.0,92866993.0,664235537.0,11.02,42.7,21.37,21.03,23.08,39.04,6.33,63.98,25.26,12.52,1.27,1.66,1.73,2.47,3.18,4.35,1.11,3.73,1.27,1.64,0.5,0.83,0.91,0.99,1.52,4.27,1.77,3.17,0.35,1.36,9.86,32.78,-15.89,32.57,34.73,279.49,-8.64,-20.6,-6.31,13.05
198,2013-12-30,7.25,6.12,6.2,9.81,14.12,18.35,4.7,11.81,4.28,5.37,489136452.0,2094784316.0,3513578335.0,2253579539.0,818836695.0,625950175.0,2521609404.0,2083703108.0,83546800.0,726462505.0,10.98,42.8,21.45,21.06,23.18,39.01,6.29,64.69,25.32,12.47,1.26,1.66,1.74,2.47,3.19,4.34,1.11,3.74,1.27,1.63,0.5,0.83,0.91,0.99,1.52,4.27,1.76,3.2,0.35,1.35,9.82,32.86,-15.95,32.62,34.88,279.27,-8.59,-20.82,-6.32,13.0
