,Time,Energy,Materials,Industrials,Consumer Discretionary,Consumer Staples,Healthcare,Financials,IT,Telecom Services,Utilities,Energy.1,Materials.1,Industrials.1,Consumer Discretionary.1,Consumer Staples.1,Healthcare.1,Financials.1,IT.1,Telecom Services.1,Utilities.1,Energy.2,Materials.2,Industrials.2,Consumer Discretionary.2,Consumer Staples.2,Healthcare.2,Financials.2,IT.2,Telecom Services.2,Utilities.2,Energy.3,Materials.3,Industrials.3,Consumer Discretionary.3,Consumer Staples.3,Healthcare.3,Financials.3,IT.3,Telecom Services.3,Utilities.3,Energy.4,Materials.4,Industrials.4,Consumer Discretionary.4,Consumer Staples.4,Healthcare.4,Financials.4,IT.4,Telecom Services.4,Utilities.4,Energy.5,Materials.5,Industrials.5,Consumer Discretionary.5,Consumer Staples.5,Healthcare.5,Financials.5,IT.5,Telecom Services.5,Utilities.5
0,2013-03-06,9.8,7.4,6.35,8.78,16.28,17.61,6.36,9.57,3.95,6.23,568282798.0,4304633695.0,4980911084.0,3241461534.0,1473932622.0,1360680120.0,4860818103.0,3268161551.0,164748666.0,1522381733.0,13.88,59.9,21.16,20.04,24.24,40.93,8.47,49.64,39.88,24.6,1.67,2.01,1.83,2.31,3.78,4.25,1.46,3.0,1.2,1.99,0.62,0.95,0.89,0.85,1.59,3.78,2.04,2.37,0.32,1.47,12.22,37.6,-15.53,32.18,36.54,247.2,-9.97,-15.39,-5.76,15.55
1,2013-03-07,9.81,7.39,6.29,8.69,16.32,17.17,6.26,9.4,3.9,6.18,884777322.0,4257173230.0,5014409482.0,2900064076.0,1595653639.0,1267399599.0,4579658075.0,2999471147.0,144938033.0,1570504972.0,13.9,59.85,20.96,19.79,24.26,39.92,8.33,48.69,39.4,24.28,1.67,2.0,1.81,2.28,3.78,4.15,1.44,2.94,1.19,1.97,0.63,0.95,0.88,0.84,1.6,3.69,2.01,2.32,0.31,1.45,12.23,37.49,-15.38,31.78,36.58,241.1,-9.8,-15.1,-5.69,15.35
2,2013-03-08,9.83,7.34,6.25,8.68,16.14,16.95,6.24,9.28,3.88,6.13,685652288.0,3252618856.0,3507524154.0,2041375274.0,1016652006.0,883441051.0,3106816939.0,1901760621.0,104685528.0,1022100483.0,13.97,59.57,20.82,19.78,23.98,39.35,8.31,48.02,39.16,24.19,1.67,1.99,1.8,2.28,3.74,4.09,1.44,2.9,1.18,1.95,0.63,0.94,0.87,0.84,1.58,3.63,2.01,2.29,0.31,1.45,12.26,37.31,-15.27,31.78,36.15,237.62,-9.79,-14.89,-5.66,15.29
3,2013-03-11,9.79,7.32,6.25,8.66,16.06,16.99,6.21,9.3,3.85,6.13,500311099.0,2810034347.0,3098763173.0,1842674411.0,829139166.0,672841124.0,2586465727.0,1504664667.0,79722160.0,893245683.0,13.91,60.21,20.83,19.74,23.86,39.54,8.27,48.11,38.84,24.18,1.67,1.99,1.8,2.27,3.72,4.11,1.43,2.91,1.17,1.95,0.62,0.94,0.87,0.84,1.57,3.65,1.99,2.3,0.31,1.45,12.22,37.26,-15.28,31.75,35.97,238.89,-9.74,-14.92,-5.61,15.28
4,2013-03-12,9.82,7.2,6.13,8.49,15.75,16.5,6.15,9.0,3.81,6.1,766260360.0,3631079068.0,4425316488.0,2484743213.0,1198683316.0,978750015.0,3605449886.0,2004434895.0,120410945.0,1231860104.0,13.94,59.2,20.4,19.3,23.36,38.3,8.2,46.79,38.4,23.4,1.67,1.96,1.76,2.22,3.64,3.99,1.42,2.8,1.16,1.95,0.63,0.93,0.86,0.82,1.54,3.54,1.98,2.22,0.3,1.44,12.25,36.66,-14.98,31.02,35.21,231.47,-9.66,-14.4,-5.55,15.23
5,2013-03-13,9.76,7.17,6.04,8.35,15.67,16.3,6.09,8.91,3.74,6.02,640199056.0,2929814953.0,3402463817.0,1850638404.0,875627254.0,649599002.0,2829540891.0,1395557085.0,96957470.0,795842632.0,13.86,59.03,20.08,19.04,23.21,37.6,8.13,46.37,37.77,23.12,1.66,1.95,1.74,2.19,3.62,3.95,1.41,2.78,1.14,1.93,0.62,0.93,0.84,0.81,1.53,3.51,1.96,2.2,0.3,1.42,12.18,36.55,-14.75,30.6,34.98,229.77,-9.58,-14.27,-5.46,15.05
6,2013-03-14,9.78,7.14,6.05,8.4,15.56,16.57,6.11,9.0,3.75,6.01,640412357.0,2389669221.0,2809229691.0,1581953960.0,719530621.0,622669015.0,2591725156.0,1260572574.0,61461173.0,642333626.0,13.92,58.5,20.12,19.19,23.07,38.18,8.17,46.77,37.82,23.06,1.67,1.94,1.74,2.21,3.59,4.01,1.41,2.81,1.14,1.92,0.63,0.92,0.84,0.82,1.52,3.57,1.97,2.22,0.3,1.42,12.23,36.37,-14.78,30.84,34.75,233.26,-9.62,-14.41,-5.47,15.01
7,2013-03-15,9.83,7.12,6.09,8.41,15.49,16.71,6.13,9.08,3.79,6.03,649895337.0,3122209936.0,3892192904.0,2069662943.0,884216115.0,803696052.0,4479590221.0,1733490029.0,118862235.0,968385239.0,13.97,58.63,20.28,19.21,23.01,38.46,8.23,47.4,38.18,23.01,1.67,1.94,1.75,2.21,3.58,4.04,1.42,2.83,1.15,1.93,0.63,0.92,0.85,0.82,1.51,3.6,1.98,2.24,0.3,1.43,12.28,36.26,-14.89,30.87,34.64,235.16,-9.68,-14.54,-5.52,15.08
8,2013-03-18,9.65,6.98,5.98,8.32,15.18,16.58,6.03,9.03,3.73,6.06,587534739.0,2807323498.0,3200317949.0,1790666998.0,825158163.0,771732992.0,3030646824.0,1293643014.0,79431916.0,1002636664.0,13.7,57.0,19.89,18.98,22.59,38.31,8.07,46.88,37.08,23.09,1.65,1.9,1.72,2.19,3.51,4.02,1.39,2.81,1.13,1.94,0.62,0.9,0.84,0.81,1.48,3.57,1.94,2.22,0.3,1.43,12.07,35.52,-14.61,30.51,34.02,233.58,-9.5,-14.44,-5.43,15.14
9,2013-03-19,9.74,7.02,6.01,8.35,15.07,16.43,6.1,9.03,3.74,6.14,517353456.0,2576971921.0,2982542047.0,1615639351.0,752523992.0,772919046.0,3242511359.0,1325135076.0,83554220.0,959486526.0,13.85,57.25,19.97,19.01,22.45,37.85,8.15,47.35,37.18,23.45,1.66,1.91,1.73,2.19,3.49,3.97,1.41,2.81,1.14,1.97,0.62,0.91,0.84,0.81,1.47,3.54,1.97,2.23,0.3,1.45,12.19,35.8,-14.68,30.56,33.8,231.55,-9.6,-14.46,-5.45,15.35
10,2013-03-20,9.86,7.18,6.16,8.6,15.42,16.85,6.33,9.26,3.82,6.22,683591931.0,3176191251.0,3995277246.0,2568971555.0,884681110.0,829911721.0,5794274201.0,1750069850.0,121617015.0,1156773643.0,14.01,59.27,20.43,19.65,22.96,38.72,8.45,48.74,37.94,22.72,1.68,1.96,1.77,2.26,3.57,4.07,1.46,2.87,1.16,1.99,0.63,0.93,0.86,0.84,1.51,3.63,2.04,2.28,0.3,1.47,12.33,36.65,-15.04,31.59,34.57,237.41,-9.94,-14.83,-5.56,15.55
11,2013-03-21,9.88,7.23,6.2,8.68,15.45,17.08,6.33,9.44,3.84,6.31,720486877.0,3422164563.0,4167536829.0,2480295639.0,1052288835.0,880884427.0,4098353942.0,1892606574.0,90947618.0,1372825643.0,14.04,59.42,20.58,19.88,23.02,39.21,8.44,49.7,38.2,23.13,1.69,1.97,1.78,2.28,3.58,4.12,1.45,2.93,1.17,2.01,0.63,0.93,0.87,0.85,1.51,3.68,2.03,2.33,0.31,1.49,12.35,36.88,-15.15,31.99,34.68,240.46,-9.93,-15.13,-5.6,15.77
12,2013-03-22,9.91,7.25,6.22,8.69,15.49,17.23,6.33,9.44,3.87,6.31,589854532.0,3277399569.0,3557749535.0,2383152202.0,880128780.0,764251167.0,2968206019.0,1529726409.0,182692210.0,1188884422.0,14.15,61.01,20.65,19.91,23.07,39.55,8.45,49.94,31.53,23.11,1.68,1.98,1.79,2.28,3.59,4.16,1.46,2.93,1.17,2.0,0.63,0.94,0.87,0.85,1.52,3.71,2.04,2.32,0.31,1.49,12.4,37.0,-15.18,32.07,34.75,242.54,-9.94,-15.11,-5.64,15.76
13,2013-03-25,9.91,7.29,6.21,8.64,15.49,17.15,6.31,9.41,3.91,6.33,542842196.0,3321736388.0,3268444625.0,2043534805.0,861061315.0,718511754.0,3096025127.0,1442991639.0,111977749.0,1289249085.0,13.71,61.32,20.69,19.75,23.07,39.42,8.41,49.75,31.81,23.15,1.65,1.98,1.78,2.26,3.59,4.15,1.45,2.92,1.18,2.01,0.63,0.94,0.87,0.84,1.52,3.7,2.04,2.32,0.31,1.5,12.39,37.15,-15.16,31.91,34.74,241.71,-9.95,-15.07,-5.69,15.82
14,2013-03-26,9.77,7.21,6.13,8.6,15.52,17.17,6.21,9.41,4.02,6.23,528228138.0,3104918648.0,3487557805.0,2177513299.0,872641601.0,811083308.0,3586096880.0,1518851040.0,266638371.0,1053806516.0,13.52,60.65,20.52,19.67,23.17,39.71,8.27,49.74,32.71,22.19,1.63,1.96,1.76,2.25,3.59,4.14,1.42,2.91,1.21,1.97,0.62,0.93,0.86,0.84,1.52,3.7,2.0,2.32,0.32,1.48,12.21,36.77,-14.98,31.77,34.82,241.86,-9.78,-15.07,-5.85,15.58
15,2013-03-27,9.77,7.21,6.15,8.62,15.34,17.36,6.23,9.45,3.98,6.25,484058610.0,2884313668.0,3396519042.0,2142170525.0,976623214.0,809998213.0,3190172114.0,1410658889.0,149661613.0,791175842.0,13.52,60.88,20.16,19.73,22.89,39.65,8.22,49.93,32.42,22.26,1.63,1.96,1.76,2.26,3.55,4.19,1.41,2.92,1.2,1.97,0.62,0.93,0.86,0.84,1.5,3.74,2.01,2.33,0.32,1.48,12.21,36.8,-15.05,31.86,34.45,244.72,-9.79,-15.13,-5.8,15.63
16,2013-03-28,9.65,7.03,6.0,8.46,15.11,17.15,5.96,9.19,3.93,6.1,535777127.0,3294247385.0,4018707459.0,2260384501.0,1078683033.0,920653664.0,5536240395.0,1534880199.0,167378564.0,932001011.0,13.31,61.19,19.39,19.3,22.6,39.04,7.8,52.24,32.01,21.32,1.61,1.91,1.72,2.21,3.5,4.13,1.34,2.84,1.19,1.93,0.62,0.91,0.84,0.82,1.48,3.7,1.92,2.26,0.31,1.45,12.06,35.79,-14.67,31.17,33.98,241.61,-9.4,-14.7,-5.73,15.32
17,2013-03-29,9.62,6.99,6.0,8.44,15.05,17.08,5.98,9.21,3.96,6.11,327653587.0,2301819416.0,2923689369.0,1650666971.0,839326311.0,788873864.0,3258539906.0,1163845478.0,121388145.0,696512052.0,13.26,55.68,20.48,20.08,22.3,39.03,7.84,55.34,32.23,21.22,1.6,1.9,1.71,2.18,3.44,4.12,1.34,2.86,1.2,1.92,0.61,0.9,0.84,0.82,1.48,3.68,1.93,2.27,0.32,1.45,12.02,35.61,-14.68,31.1,33.86,240.83,-9.43,-14.72,-5.77,15.34
18,2013-04-01,9.62,7.01,6.01,8.45,14.94,17.19,5.99,9.27,4.0,6.16,292765970.0,2209042902.0,2752043045.0,1794587195.0,876752731.0,970145776.0,2636737116.0,1183299623.0,113540240.0,725453489.0,13.25,58.11,20.33,20.14,22.18,39.14,7.84,59.97,32.62,21.28,1.6,1.9,1.71,2.19,3.42,4.14,1.34,2.88,1.21,1.92,0.61,0.9,0.84,0.82,1.47,3.71,1.93,2.28,0.32,1.46,12.01,35.65,-14.69,31.13,33.69,242.49,-9.43,-14.81,-5.84,15.44
19,2013-04-02,9.6,6.99,5.97,8.38,14.79,16.45,6.0,9.06,3.99,6.11,376908820.0,2606239689.0,3186391699.0,1941065208.0,1004324416.0,1107403771.0,3142751472.0,1492569184.0,125204999.0,776749556.0,13.22,58.03,20.19,19.88,21.6,37.48,7.86,58.26,32.46,21.18,1.6,1.9,1.7,2.16,3.37,3.98,1.35,2.8,1.21,1.89,0.61,0.9,0.83,0.82,1.45,3.57,1.94,2.22,0.32,1.45,11.98,35.54,-14.58,30.81,33.35,233.38,-9.46,-14.45,-5.81,15.36
20,2013-04-03,9.58,6.96,5.93,8.29,14.69,16.48,6.02,8.94,4.06,6.06,315627308.0,2426908550.0,2888392065.0,1729909841.0,1146673122.0,1258810873.0,2530957080.0,1195947792.0,218546671.0,628570142.0,13.2,57.48,20.05,19.64,21.41,37.56,7.89,58.41,33.01,20.94,1.59,1.89,1.69,2.13,3.33,3.99,1.35,2.77,1.23,1.87,0.61,0.89,0.83,0.81,1.44,3.58,1.94,2.2,0.32,1.44,11.96,35.36,-14.48,30.45,33.07,233.84,-9.5,-14.27,-5.91,15.24
21,2013-04-08,9.47,6.95,5.9,8.3,14.79,16.76,5.95,9.07,4.03,6.06,360021409.0,2377728468.0,2955322086.0,1764659306.0,1187754515.0,1464937365.0,2627693517.0,1176560055.0,143890703.0,716826573.0,13.06,58.66,20.0,19.69,21.57,38.06,7.82,59.37,32.85,20.66,1.57,1.88,1.68,2.14,3.35,4.07,1.34,2.82,1.22,1.87,0.6,0.9,0.83,0.81,1.45,3.65,1.93,2.23,0.32,1.44,11.81,35.37,-14.44,30.53,33.33,238.36,-9.41,-14.49,-5.88,15.23
22,2013-04-09,9.48,7.04,5.95,8.42,14.8,16.5,6.01,9.19,4.02,6.09,474884998.0,2463939959.0,2719983107.0,1851309278.0,974217061.0,978383555.0,2679399103.0,1217969937.0,122160610.0,655643035.0,13.08,59.43,20.15,19.88,21.51,37.74,7.88,60.13,32.81,20.76,1.58,1.91,1.7,2.17,3.34,4.01,1.35,2.85,1.22,1.88,0.61,0.91,0.83,0.82,1.45,3.59,1.94,2.26,0.32,1.45,11.84,35.82,-14.56,30.92,33.26,234.76,-9.49,-14.68,-5.87,15.33
23,2013-04-10,9.52,7.05,5.96,8.38,15.0,16.24,6.0,9.14,4.01,6.04,456069926.0,2333448522.0,2917087679.0,1663434591.0,1069337010.0,911015554.0,2309503575.0,1293984963.0,95294404.0,648581256.0,13.15,59.29,20.19,19.67,21.66,37.04,7.86,59.68,32.68,20.03,1.58,1.91,1.7,2.15,3.38,3.93,1.35,2.83,1.21,1.86,0.61,0.91,0.83,0.81,1.47,3.53,1.94,2.24,0.32,1.44,11.87,35.82,-14.58,30.77,33.64,230.63,-9.46,-14.59,-5.85,15.18
24,2013-04-11,9.48,7.0,5.95,8.38,14.86,16.23,5.99,9.09,3.95,6.04,358064090.0,2071559400.0,2876710939.0,1654548802.0,876804797.0,765942150.0,2097717315.0,1156156913.0,106160827.0,590917819.0,13.09,59.29,20.15,19.66,21.5,37.01,7.86,59.01,32.2,20.05,1.57,1.9,1.7,2.15,3.36,3.93,1.35,2.82,1.2,1.87,0.6,0.9,0.83,0.81,1.46,3.52,1.94,2.23,0.32,1.44,11.82,35.59,-14.55,30.77,33.41,230.27,-9.46,-14.51,-5.76,15.18
25,2013-04-12,9.44,6.94,5.9,8.31,14.93,16.12,5.96,9.05,3.91,5.99,318564455.0,1818711108.0,2463553079.0,1510679175.0,799027529.0,633060360.0,2266632078.0,1106320467.0,83539058.0,659370938.0,13.0,57.43,19.96,19.62,21.58,36.76,7.83,58.76,31.81,19.28,1.57,1.87,1.68,2.13,3.37,3.9,1.34,2.8,1.18,1.85,0.6,0.89,0.82,0.81,1.46,3.5,1.93,2.22,0.31,1.42,11.76,35.22,-14.43,30.54,33.54,228.73,-9.42,-14.4,-5.7,15.04
26,2013-04-15,9.26,6.78,5.81,8.21,14.72,16.04,5.93,8.86,3.87,5.9,403226854.0,2122354596.0,2480279779.0,1476511395.0,762018472.0,654998765.0,2496312323.0,986377658.0,86269233.0,608221847.0,12.76,57.28,19.71,19.35,21.24,36.69,7.8,57.67,31.48,18.47,1.54,1.84,1.66,2.11,3.33,3.88,1.34,2.74,1.17,1.82,0.59,0.87,0.81,0.8,1.44,3.48,1.92,2.17,0.31,1.4,11.54,34.47,-14.23,30.12,33.09,227.46,-9.4,-14.12,-5.64,14.82
27,2013-04-16,9.26,6.81,5.87,8.31,14.68,16.05,6.0,8.94,3.9,5.9,380609768.0,2145354732.0,2513130942.0,1380479081.0,700160015.0,646159514.0,3591465194.0,928249077.0,99785388.0,668941412.0,12.75,57.15,19.85,19.55,21.19,36.81,7.86,58.16,31.73,18.41,1.54,1.85,1.68,2.13,3.31,3.89,1.35,2.77,1.18,1.82,0.59,0.88,0.82,0.81,1.44,3.49,1.94,2.2,0.31,1.4,11.54,34.66,-14.38,30.56,32.98,228.18,-9.47,-14.29,-5.68,14.83
28,2013-04-17,9.25,6.82,5.89,8.37,14.94,16.33,5.97,9.09,3.91,5.9,288715185.0,1774019455.0,2293869817.0,1337781015.0,650758325.0,729108914.0,2986265315.0,1024946254.0,84116525.0,610576309.0,12.74,57.38,19.91,19.69,21.18,37.62,7.81,59.33,31.87,18.37,1.54,1.85,1.68,2.15,3.36,3.97,1.34,2.82,1.18,1.82,0.59,0.88,0.82,0.82,1.47,3.56,1.93,2.24,0.31,1.4,11.54,34.69,-14.42,30.82,33.58,232.91,-9.41,-14.55,-5.71,14.83
29,2013-04-18,9.22,6.82,5.9,8.41,14.89,16.28,6.01,9.13,3.92,5.94,308770444.0,1918907151.0,2436302411.0,1496317495.0,720696520.0,689340999.0,2836577393.0,1168432573.0,97077166.0,763102798.0,12.72,56.41,20.05,19.71,20.97,37.54,7.83,59.62,31.98,18.51,1.53,1.85,1.69,2.16,3.32,3.96,1.34,2.82,1.19,1.83,0.59,0.88,0.83,0.82,1.46,3.55,1.93,2.26,0.31,1.41,11.5,34.71,-14.48,31.0,33.46,232.38,-9.44,-14.7,-5.73,14.93
30,2013-04-19,9.37,6.98,6.02,8.57,15.13,16.57,6.16,9.31,3.99,6.06,519801971.0,2861728381.0,3641460576.0,2272734241.0,928319509.0,857897056.0,4811404462.0,1586134664.0,133762204.0,914493257.0,12.93,57.96,20.48,20.07,21.36,37.98,8.03,61.18,32.52,18.86,1.56,1.89,1.72,2.21,3.38,4.02,1.38,2.87,1.21,1.87,0.6,0.9,0.85,0.84,1.49,3.62,1.98,2.31,0.32,1.44,11.7,35.55,-14.79,31.66,34.06,236.75,-9.67,-15.0,-5.83,15.21
31,2013-04-22,9.36,6.97,6.05,8.61,14.99,16.77,6.13,9.42,4.08,6.03,450041096.0,2736607442.0,3624459738.0,2379001631.0,1013443617.0,1119865829.0,3213122456.0,1635608530.0,237269991.0,1079078381.0,12.9,59.13,20.46,20.53,21.14,38.45,7.98,61.76,33.29,18.76,1.56,1.89,1.72,2.23,3.35,4.06,1.37,2.91,1.24,1.87,0.6,0.9,0.85,0.85,1.48,3.67,1.97,2.34,0.33,1.44,11.68,35.58,-14.87,31.98,33.85,239.89,-9.63,-15.21,-5.96,15.19
32,2013-04-23,9.15,6.76,5.88,8.39,14.74,16.38,5.95,9.16,4.01,5.89,491643753.0,2839108360.0,3640588229.0,2338059777.0,905045202.0,1048603249.0,3439422882.0,1620065830.0,159683035.0,912686704.0,12.64,58.13,19.89,20.04,20.56,37.12,7.75,60.19,32.67,18.26,1.52,1.83,1.67,2.17,3.24,3.93,1.33,2.83,1.22,1.82,0.58,0.87,0.82,0.83,1.45,3.57,1.92,2.28,0.32,1.41,11.41,34.54,-14.43,31.2,33.29,233.67,-9.39,-14.81,-5.86,14.87
33,2013-04-24,9.23,6.88,5.98,8.57,14.83,16.73,6.05,9.46,4.18,5.97,413336307.0,2393585000.0,3195601974.0,2805009468.0,964344969.0,898132413.0,3163503927.0,1993926092.0,286453835.0,909330828.0,12.77,59.23,20.27,20.52,20.46,38.05,7.86,62.4,33.99,17.68,1.53,1.86,1.7,2.22,3.24,4.03,1.35,2.92,1.27,1.83,0.59,0.89,0.84,0.85,1.47,3.66,1.95,2.36,0.34,1.43,11.52,35.13,-14.68,32.01,33.57,239.01,-9.52,-15.36,-6.11,15.07
34,2013-04-25,9.21,6.77,5.89,8.44,14.75,16.63,5.99,9.28,4.16,5.89,439168381.0,2640709801.0,3478078491.0,2896715788.0,1010828058.0,1044834485.0,3241066837.0,2142968915.0,239676291.0,1150797745.0,12.75,58.43,20.06,20.11,20.36,37.79,7.77,59.62,33.78,17.39,1.53,1.83,1.67,2.18,3.21,3.97,1.33,2.85,1.26,1.81,0.59,0.88,0.83,0.83,1.45,3.63,1.93,2.32,0.33,1.41,11.48,34.61,-14.48,31.56,33.33,237.59,-9.45,-15.05,-6.07,14.89
35,2013-04-26,9.14,6.7,5.79,8.36,14.52,16.35,5.95,9.07,4.11,5.81,379509489.0,2222490948.0,2824549307.0,2235336128.0,777992956.0,764207417.0,2540070890.0,1477949383.0,214172457.0,816932496.0,12.8,58.22,19.74,19.77,20.21,36.87,7.64,59.47,29.65,16.49,1.48,1.82,1.63,2.13,3.14,3.88,1.31,2.78,1.23,1.77,0.58,0.87,0.81,0.83,1.43,3.57,1.92,2.26,0.33,1.39,11.38,34.43,-14.21,31.2,32.77,233.37,-9.39,-14.71,-5.99,14.68
36,2013-05-02,9.04,6.65,5.79,8.36,14.42,16.55,5.98,9.22,4.17,5.85,380269354.0,1877385824.0,2259146233.0,1723437391.0,690134399.0,697989590.0,2420489370.0,1154050565.0,167984354.0,622377897.0,12.74,55.7,20.23,19.72,20.22,36.09,7.52,59.38,30.18,16.4,1.45,1.8,1.62,2.13,3.1,3.89,1.27,2.82,1.25,1.78,0.58,0.86,0.81,0.83,1.42,3.61,1.93,2.3,0.33,1.4,11.25,34.1,-14.2,31.27,32.6,236.04,-9.45,-14.94,-6.1,14.77
37,2013-05-03,9.14,6.76,5.87,8.53,14.48,16.95,6.08,9.41,4.24,5.96,445724558.0,2424389507.0,2938502440.0,2215662535.0,858045965.0,886546977.0,3581813885.0,1551199053.0,242949306.0,790104317.0,12.89,56.59,20.54,20.13,20.48,37.02,7.63,60.76,30.7,16.68,1.47,1.83,1.64,2.17,3.14,4.0,1.29,2.88,1.28,1.81,0.58,0.88,0.82,0.84,1.44,3.7,1.96,2.35,0.34,1.42,11.38,34.64,-14.42,31.92,33.01,242.11,-9.59,-15.28,-6.21,15.02
38,2013-05-06,9.23,6.89,5.96,8.68,14.79,17.15,6.13,9.66,4.33,6.02,473876008.0,2748192577.0,3207806019.0,2577403667.0,991604561.0,952791047.0,3121069982.0,1969427142.0,362410838.0,793650541.0,13.02,57.67,20.87,20.5,20.9,37.49,7.68,62.44,31.35,16.84,1.49,1.87,1.67,2.21,3.21,4.05,1.3,2.96,1.3,1.83,0.59,0.89,0.84,0.86,1.47,3.75,1.98,2.42,0.35,1.44,11.5,35.3,-14.65,32.51,33.69,245.2,-9.65,-15.7,-6.34,15.17
39,2013-05-07,9.24,6.93,5.98,8.71,14.99,17.08,6.1,9.63,4.29,6.11,514364308.0,2688149999.0,3044330845.0,2341208930.0,972244265.0,805667735.0,2747270369.0,1743871314.0,208680804.0,1004257266.0,13.04,58.0,20.92,20.58,21.13,37.41,7.66,62.25,31.05,17.09,1.49,1.88,1.67,2.22,3.25,4.04,1.3,2.95,1.29,1.86,0.59,0.9,0.84,0.86,1.49,3.74,1.97,2.41,0.34,1.46,11.52,35.5,-14.68,32.63,34.06,244.66,-9.62,-15.66,-6.28,15.4
40,2013-05-08,9.26,6.94,6.03,8.81,15.03,17.39,6.12,9.79,4.37,6.13,463695943.0,2470214766.0,3219602587.0,2910649232.0,919020564.0,973020844.0,3080684687.0,2041864502.0,255746925.0,907367048.0,13.07,54.26,21.11,20.9,21.19,38.07,7.7,63.36,31.68,17.14,1.49,1.88,1.69,2.25,3.26,4.11,1.3,3.01,1.32,1.86,0.59,0.9,0.85,0.88,1.49,3.81,1.98,2.45,0.35,1.46,11.54,35.54,-14.82,33.14,34.16,249.03,-9.67,-15.94,-6.41,15.45
41,2013-05-09,9.16,6.91,6.02,8.78,15.18,17.28,6.07,9.87,4.35,6.16,637683026.0,2978361305.0,3635039709.0,3041149332.0,994768048.0,938783022.0,2933531323.0,2452136468.0,331075927.0,1014882564.0,12.93,54.05,21.09,20.85,21.38,37.9,7.65,64.03,31.57,17.23,1.48,1.87,1.69,2.25,3.28,4.1,1.29,3.04,1.31,1.87,0.58,0.9,0.85,0.87,1.5,3.79,1.97,2.48,0.35,1.47,11.42,35.4,-14.81,33.06,34.46,247.87,-9.61,-16.11,-6.38,15.53
42,2013-05-10,9.21,6.94,6.08,8.84,15.1,17.32,6.11,9.81,4.38,6.19,554508506.0,2666073247.0,3617109124.0,2867045284.0,920335388.0,970112577.0,2495525899.0,2183752480.0,194875295.0,897928293.0,13.0,54.31,21.29,21.04,21.42,38.0,7.68,63.8,31.7,17.33,1.48,1.88,1.7,2.27,3.29,4.11,1.3,3.03,1.32,1.88,0.59,0.9,0.85,0.88,1.51,3.8,1.98,2.47,0.35,1.48,11.48,35.57,-14.95,33.36,34.53,248.51,-9.66,-16.05,-6.41,15.62
43,2013-05-13,9.17,6.92,6.1,8.81,15.12,17.3,6.07,10.0,4.39,6.2,461822349.0,2487078026.0,3416997708.0,2707008084.0,922074735.0,848629849.0,2365142191.0,2303897867.0,184606783.0,848273366.0,12.96,54.22,21.39,20.98,21.55,37.98,7.64,64.89,31.83,17.35,1.48,1.87,1.71,2.26,3.28,4.11,1.29,3.08,1.32,1.88,0.59,0.9,0.86,0.88,1.52,3.8,1.97,2.51,0.35,1.48,11.45,35.52,-15.02,33.27,34.74,248.4,-9.6,-16.32,-6.44,15.63
44,2013-05-14,9.07,6.84,6.02,8.67,14.84,17.15,6.0,9.85,4.32,6.13,448499140.0,2567527715.0,3290514292.0,2509792120.0,876048318.0,811379104.0,2568779706.0,2051973025.0,168243240.0,724494886.0,12.82,53.53,21.12,20.73,21.16,37.65,7.55,63.92,31.24,17.2,1.46,1.85,1.69,2.24,3.22,4.08,1.28,3.04,1.3,1.86,0.58,0.89,0.85,0.87,1.49,3.77,1.94,2.47,0.35,1.47,11.32,35.07,-14.82,32.86,34.11,246.23,-9.49,-16.08,-6.32,15.5
45,2013-05-15,9.07,6.86,6.06,8.76,14.95,17.45,6.0,10.11,4.41,6.18,367366737.0,2332891631.0,2934228810.0,2544658776.0,750540046.0,913400016.0,1857100812.0,2073988848.0,184842714.0,612390285.0,12.82,53.74,21.3,21.05,21.33,38.36,7.56,65.76,31.91,17.33,1.46,1.86,1.7,2.27,3.25,4.16,1.28,3.12,1.33,1.88,0.58,0.89,0.85,0.88,1.5,3.84,1.94,2.55,0.35,1.48,11.32,35.22,-14.95,33.37,34.38,250.88,-9.49,-16.54,-6.45,15.62
46,2013-05-16,9.15,6.91,6.13,8.85,15.07,17.65,6.12,10.17,4.55,6.24,523594737.0,3118163094.0,4182477799.0,3225243356.0,1015978533.0,1188187805.0,3992679765.0,2884749784.0,253538167.0,838367467.0,12.94,54.19,21.51,21.27,21.48,38.51,7.68,66.12,32.86,17.51,1.48,1.87,1.72,2.3,3.27,4.17,1.3,3.14,1.37,1.9,0.58,0.9,0.86,0.89,1.51,3.85,1.98,2.56,0.36,1.49,11.43,35.51,-15.1,33.72,34.63,251.88,-9.65,-16.63,-6.64,15.77
47,2013-05-17,9.31,7.0,6.24,8.95,15.27,17.73,6.2,10.35,4.57,6.32,884822539.0,3442875145.0,4559864665.0,3487151428.0,1118011624.0,1116665692.0,4643199283.0,2894431489.0,132638116.0,1076829472.0,13.18,55.13,21.9,21.5,21.78,38.71,7.79,67.41,33.02,17.73,1.5,1.9,1.75,2.32,3.32,4.2,1.32,3.21,1.37,1.92,0.6,0.92,0.88,0.9,1.53,3.87,2.0,2.61,0.37,1.51,11.64,36.13,-15.38,34.09,35.1,253.15,-9.79,-16.95,-6.68,15.97
