Energy_C_P,Energy_Vol,Energy_PE,Energy_PB,Energy_PS,Energy_PCF,Materials_C_P,Materials_Vol,Materials_PE,Materials_PB,Materials_PS,Materials_PCF,Industrials_C_P,Industrials_Vol,Industrials_PE,Industrials_PB,Industrials_PS,Industrials_PCF,Consumer Discretionary_C_P,Consumer Discretionary_Vol,Consumer Discretionary_PE,Consumer Discretionary_PB,Consumer Discretionary_PS,Consumer Discretionary_PCF,Consumer Staples_C_P,Consumer Staples_Vol,Consumer Staples_PE,Consumer Staples_PB,Consumer Staples_PS,Consumer Staples_PCF,Healthcare_C_P,Healthcare_Vol,Healthcare_PE,Healthcare_PB,Healthcare_PS,Healthcare_PCF,Financials_C_P,Financials_Vol,Financials_PE,Financials_PB,Financials_PS,Financials_PCF,IT_C_P,IT_Vol,IT_PE,IT_PB,IT_PS,IT_PCF,Telecom Services_C_P,Telecom Services_Vol,Telecom Services_PE,Telecom Services_PB,Telecom Services_PS,Telecom Services_PCF,Utilities_C_P,Utilities_Vol,Utilities_PE,Utilities_PB,Utilities_PS,Utilities_PCF,HS300
0.00102040816327,0.5569313819,-0.000419908970783,0.00102040816327,-0.0148688046647,0.000201912326664,-0.00135135135135,-0.0110254363931,-0.000517058411795,0.00364189189189,-0.00135135135135,0.00157879939155,-0.00944881889764,0.00672535554943,3.0053495222e-06,0.00149649802062,0.00180744452398,0.000211953349785,-0.0102505694761,-0.105322075989,0.00225258149062,0.0027724493466,0.00153216183968,0.0022069438093,0.002457002457,0.0825824838824,0.00163057459018,0.002457002457,-0.00380835380835,0.00136082202785,-0.0249858035207,-0.0685543351659,-0.000317358168922,-0.00149148553327,-0.00120496946026,-0.000317256865714,-0.0157232704403,-0.0578421208205,0.000819195602769,-0.00205276030748,-0.00103257298414,0.00135091772558,-0.0177638453501,-0.0822145416642,0.00140075409372,0.00228179045913,0.00340503729327,0.00110029271938,-0.0126582278481,-0.120247607953,-0.00062969864422,-0.00436123816615,0.0191915067374,-0.000511668260995,-0.00802568218299,0.0316104942386,0.00504811442745,0.00204512307404,0.0056567222007,0.00489906462896,-0.0115927012356
0.00203873598369,-0.225056665727,-0.00298221688094,0.00203873598369,0.00203873598369,-0.000413234822143,-0.00676589986468,-0.23596746473,-0.00209734945276,-0.00177477373335,0.00380042034952,-0.00197409771983,-0.00635930047695,-0.300511023962,0.000322241210527,-0.000839074368486,0.00506185698883,0.000798556559564,-0.00115074798619,-0.29609304467,-0.000645768586791,-0.00115074798619,-0.00115074798619,-0.00115074798619,-0.0110294117647,-0.362861725658,0.000518201442378,-0.000452186222083,0.00148920327625,0.000734277113335,-0.0128130460105,-0.302949873349,0.00148673960004,0.00166891419474,0.00350409372488,0.00164453584241,-0.00319488817891,-0.321605043844,-0.000795838571643,-0.00319488817891,-0.00319488817891,-0.00217670113926,-0.0127659574468,-0.365968023096,0.00100844506278,0.000851063829787,0.000167239617207,0.00115742394582,-0.00512820512821,-0.277722169722,0.000969068384799,0.00330291177749,-0.00512820512821,0.000144966929419,-0.00809061488673,-0.349189909473,-0.00440017070896,0.00208281470417,-0.00809061488673,-0.00419823011846,-0.00479179256638
-0.00406917599186,-0.270313673919,0.000226715412918,-0.00406917599186,0.0119942243954,-0.000809173294617,-0.00272479564033,-0.136070203302,-0.0133252960687,-0.00272479564033,-0.00272479564033,-0.00138653047076,0.0,-0.11653832249,-0.00048007681229,0.0,0.0,-0.00065445026178,-0.00230414746544,-0.0973367638625,-0.000282474005388,0.00209098844881,-0.00230414746544,-0.00136144272289,-0.00495662949195,-0.184441518724,4.77797478266e-05,0.00039306604842,0.00138122637116,2.27368325317e-05,0.0023598820059,-0.238385941837,-0.00245671833758,-0.0025177816535,-0.0031325009092,-0.00296891807007,-0.00480769230769,-0.167486923825,5.81341270587e-06,0.00215169445939,0.00519424043293,0.000301097772863,0.00215517241379,-0.208804383483,0.00028042775536,-0.00128865979381,-0.00220202398801,0.000140115096607,-0.00773195876289,-0.238460544422,0.000443267117543,0.00074896466649,-0.00773195876289,0.00111178492015,0.0,-0.12606862255,0.000413564929694,0.0,0.0,0.00065445026178,-0.00558320198456
0.00306435137896,0.531567781589,0.000905676304255,0.00306435137896,-0.0128573049921,0.000607867253132,-0.016393442623,0.292183162059,0.000387682764732,-0.00133824021412,-0.0058170280275,-0.000295135628236,-0.0192,0.42809122251,0.0014737254902,0.00309090909091,-0.00779534883721,0.000442189586115,-0.0196304849885,0.348443978039,0.00271990809989,0.00244990949379,0.00428096659719,0.00344075118042,-0.019302615193,0.445696169176,0.00168833910507,0.00225117348405,-0.000198120683799,0.00186551921349,-0.0288404944085,0.454652487918,0.00260174545924,0.000367310270969,0.00133677836414,0.00229098496893,-0.00966183574879,0.393967779415,-0.0012077294686,-0.00268762332449,-0.00466012784853,-0.00146027745272,-0.0322580645161,0.332147247796,-0.00495694558391,0.00576036866359,0.00261551874455,0.00268817204301,-0.0103896103896,0.510382370473,0.000949675324675,-0.00185848634125,0.0225974025974,0.000308880308881,-0.00489396411093,0.3790831878,0.0282762370854,-0.00489396411093,0.00201649447163,-0.00162703687558,-0.0141789064224
-0.0061099796334,-0.164514975041,-0.000373240699106,-0.000122690354084,0.00992050456606,-0.000397968022099,-0.00416666666667,-0.193128296539,-0.00129877463437,0.000940170940171,-0.00416666666667,-0.00116963064295,-0.0146818923328,-0.231136614471,0.00102038826748,-0.00335639684236,0.00877806261167,0.000682390024055,-0.0164899882214,-0.255199332342,-0.00305970444715,-0.00301724833406,-0.00434788931059,-0.00299083119703,-0.00507936507937,-0.269509100267,0.00135053992874,0.000417434008594,0.00142338416848,0.00146242297186,-0.0121212121212,-0.336297326136,0.00627014829142,-0.00211737629459,-0.0036778036778,-0.00481219031944,-0.00975609756098,-0.215204487521,-0.00123001230012,-0.0027330911607,0.000348432055749,-0.00148683741535,-0.01,-0.303765321348,-0.00103299547121,-0.00287769784173,-0.001,-0.000981079187106,-0.0183727034121,-0.194778597577,-0.00199925366756,-0.00115117189299,-0.0183727034121,-0.0021920336881,-0.0131147540984,-0.353950477481,-0.00116285665665,-0.00288796398539,0.000785038097437,-0.00131147540984,-0.0110067439736
0.00204918032787,0.000333179185444,-0.00226999717354,-0.00395111416511,-0.013856362217,-0.00204750479203,-0.00418410041841,-0.184361722725,0.00483782140686,0.000948971228918,0.00663998544661,0.000744325809929,0.00165562913907,-0.174354279107,-0.000335733940727,0.00165562913907,0.00165562913907,-0.000377501366622,0.0059880239521,-0.145184733776,-0.00187535299386,-0.00311594006557,-0.00628012268147,-0.00184067662341,-0.00701978302489,-0.178268358239,-0.000993895275581,0.00127810179663,-0.000487018439526,-0.000447539862176,0.0165644171779,-0.0414563244665,0.00112158422969,0.00135397702064,-0.000520699077177,0.00135473778174,0.00328407224959,-0.0840474635855,-0.00162796727183,0.00328407224959,-0.0018087402999,-0.000887587094483,0.010101010101,-0.0967244639799,0.00146213039093,-0.000682986448111,0.001001001001,0.000287398621889,0.00267379679144,-0.366101724808,0.00134821006909,0.00267379679144,0.00267379679144,0.000840755115408,-0.00166112956811,-0.192888643844,0.000936456391387,0.00353855204873,-0.00166112956811,0.000999333777482,0.00268527699065
0.00511247443763,0.0148076155876,0.00151507832296,0.00511247443763,0.00511247443763,0.00101999693585,-0.00280112044818,0.306544817401,-0.00501220443832,-0.00280112044818,-0.00280112044818,0.000224027835072,0.00661157024793,0.385501839337,-0.00133013839308,0.000859504132232,-0.00523091881381,-0.000824781177672,0.00119047619048,0.308295307785,0.000148112342282,0.00119047619048,0.00119047619048,0.000217501966773,-0.00449871465296,0.228879062535,-0.00190288340042,-0.00171798480562,0.00209400909106,-0.00133748077916,0.0084490042245,0.290727549692,0.00110720180165,0.000960521519865,4.52625226312e-05,0.000301134229492,0.00327332242226,0.728420241872,-0.00404094238276,-0.00379198266522,-0.00179371455967,-0.00294531387375,0.00888888888889,0.375160831478,-0.00452039381153,0.00175893207695,-0.000119047619048,-0.000131438178206,0.0106666666667,0.933940229224,0.00113707001921,0.00187826086957,0.0106666666667,0.00151207729469,0.00332778702163,0.507604770796,0.00550798647192,-0.00187080254843,-0.00368849120929,-0.00132957007993,0.00220970668906
-0.0183112919634,-0.0959548321855,0.00103585775705,-0.00641203489627,-0.00247760312408,-0.00123137243664,-0.0196629213483,-0.100853704413,0.0083712793219,0.000975753991721,0.00212234706617,0.000760767790262,-0.0180623973727,-0.177759677402,0.00119128111015,-0.000935578722267,-0.00637266400813,0.000756393095131,-0.0107015457788,-0.134802599594,0.00128679165377,-0.00166685669919,0.00151201538439,0.00097159232407,-0.0200129115558,-0.0667913092717,-0.00179270008411,-0.000469009507099,-0.000148308411704,-0.00215306455892,-0.00777977259126,-0.039770084624,-0.0038948069397,-0.00284335354943,0.000558212513012,-0.0010681193705,-0.0163132137031,-0.323454451304,0.00318987004009,0.00491743636086,0.00396898807622,0.00232506224779,-0.00550660792952,-0.253734955288,0.00552446211905,0.0015716368539,0.00345279199905,0.00138046542277,-0.0158311345646,-0.331731260143,0.0133648134391,0.00158778340766,-0.0158311345646,0.000481056575169,0.00497512437811,0.0353696273142,0.00149318371331,-0.000205159768169,0.00497512437811,0.000992396012014,-0.0147172712966
0.00932642487047,-0.119450439849,-0.00160490825087,0.00324614520257,0.00932642487047,-0.000609520247208,0.00573065902579,-0.0820538057563,0.00133882208681,0.00046505348115,-0.00532132623823,-0.00213539082134,0.00501672240803,-0.0680482081688,0.000990616359322,-0.000792622808205,0.00501672240803,0.000224408336599,0.00360576923077,-0.0977443864189,0.0020219621252,0.00360576923077,0.00360576923077,0.00196374408478,-0.00724637681159,-0.0880245439685,-0.00105548562022,-0.00155724430049,-0.00049295080351,-0.000784666838178,-0.00904704463209,0.00153687092854,0.00299624095495,0.00343347117859,-0.000649138230664,-0.000359355150779,0.0116086235489,0.0699073654252,0.00167872294967,-0.00274043494113,-0.00379658391629,0.00107103372029,0.0,0.024343703525,-0.00992608236536,0.0,-0.00448430493274,-0.00138312586445,0.00268096514745,0.0518973255033,-1.58636990973e-05,-0.00611448191524,0.00268096514745,-0.0009985980274,0.013201320132,-0.0430366647753,-0.00235315642438,-0.00222814159589,-0.000773870490497,-0.0006600660066,0.00903259269856
0.0123203285421,0.321324759837,0.000759211299644,0.000268896059451,-0.00374824810143,0.000826018242346,0.022792022792,0.232528466887,-0.0120660822534,-0.00329961044247,0.000796495420151,-0.00092893817314,0.0249584026622,0.339554374437,0.00188053358613,0.00179550090715,0.00112216073985,0.000424823875102,0.0299401197605,0.590064981649,-0.00360500373299,-0.00196068040909,-0.00684345594525,-0.00364134030135,0.0232249502322,0.175618477823,0.000496521459669,0.000295539582787,-0.00388034646264,0.000433998202199,0.0255629945222,0.0737369266483,0.00251961112257,0.000364886548697,0.000135812839847,0.000248984379845,0.0377049180328,0.786971134247,0.000863323309729,0.00216707837413,0.00209739633558,0.00220998119867,0.0254706533776,0.320672799095,-0.00377440628989,0.00403224250562,0.00298226185619,-0.00011425166281,0.0213903743316,0.455546051414,0.000930261403454,0.00378019546377,0.0213903743316,0.0011830108106,0.0130293159609,0.205617391859,0.0455782332431,0.00284811680553,-0.000753395820869,0.0,0.0336925670578
