0,ipo_date,ipo_price,ipo_amount,industry_pe,ipo_expense,ipo_subbydistr,undrtype,ipo_leadundr,ipo_auditor,ipo_date_pct,ipo_pct_5,ipo_pct_10,ipo_pct_15,ipo_pct_20,pe_ttm,pb_lf,ps_ttm,pcf_of
600000.SH,1999-11-10,10,400000000,0,44963575.05,0,余额包销,海通证券有限公司,大华会计师事务所有限公司,177.5,-2.054054022,-4.756756783,-4.144144058,-8,0,0,0,0
600004.SH,2003-04-28,5.88,400000000,0,69364000,4157064,余额包销,中国国际金融有限公司,广东正中珠江会计师事务所,48.80952381,-4.571428776,-1.714285731,3.08571434,5.942857265,0,0,0,0
600005.SH,1999-08-03,4.3,320000000,0,26948399.5,0,余额包销,光大证券有限责任公司,安永华明会计师事务所,13.02325581,14.60905361,13.99176979,10.69958878,13.78600788,0,0,0,0
600006.SH,1999-07-27,5.1,300000000,0,28572337.5,0,余额包销,君安证券有限责任公司,中洲会计师事务所,31.37254902,-0.298507452,1.791044831,1.044776082,1.49253726,0,0,0,0
600007.SH,1999-03-12,5.46,160000000,0,19360000,0,余额包销,中国国际金融有限公司,中信永道会计师事务所,7.142857143,13.33333302,8.717948914,8.20512867,8.376068115,0,0,0,0
600008.SH,2000-04-27,8.98,300000000,0,23028700,0,余额包销,中国南方证券有限公司,北京京都会计师事务所有限责任公司,93.98663697,13.66245651,15.32721043,19.40298462,15.38461494,0,0,0,0
600009.SH,1998-02-18,6.41,300000000,0,22300000,0,余额包销,国泰证券有限公司,大华会计师事务所,41.18564743,-1.104972363,2.983425379,2.320441961,6.850828648,0,0,0,0
600010.SH,2001-03-09,5.18,350000000,0,56000000,0,余额包销,华夏证券有限公司,内蒙古国正会计师事务所,23.55212355,2.34375,2.96875,3.4375,4.53125,0,0,0,0
600011.SH,2001-12-06,7.95,350000000,0,35820000,0,余额包销,国泰君安证券股份有限公司,安达信·华强会计师事务所,71.57232704,-1.906158328,-8.35777092,-8.35777092,-10.92375374,0,0,0,0
600012.SH,2003-01-07,2.2,250000000,0,23040005.32,2724771,余额包销,国泰君安证券股份有限公司,普华永道中天会计师事务所有限公司,96.81818182,22.63279533,17.78290939,22.40184784,25.40415764,0,0,0,0
600015.SH,2003-09-12,5.6,1000000000,0,162040700,6270985,余额包销,"南方证券股份有限公司,中银国际证券有限责任公司",安永会计师事务所,27.67857143,1.538461566,0.83916086,1.958041906,0.139860138,0,0,0,0
600016.SH,2000-12-19,11.8,350000000,0,41255000,0,余额包销,海通证券有限公司,天健会计师事务所有限公司,57.28813559,-6.681034565,-6.788793087,-8.243534088,-7.381465435,0,0,0,0
600017.SH,2006-10-17,4.7,230000000,0,39007500,46,余额包销,招商证券股份有限公司,深圳南方民和会计师事务所有限责任公司,37.23404255,2.635658979,11.78294563,9.147286415,5.271317959,0,0,0,0
600018.SH,2006-10-26,3.67,2421710550,0,0,0,余额包销,国泰君安证券股份有限公司,安永大华会计师事务所有限责任公司,3.269754768,15.8311348,12.92875957,9.762533188,27.1767807,0,0,0,0
600019.SH,2000-12-12,4.18,1877000000,0,142965324,0,余额包销,中国国际金融有限公司,安永华明会计师事务所,45.6937799,-12.15106773,-12.64367771,-6.075533867,-4.597701073,0,0,0,0
600020.SH,2003-08-08,6.36,280000000,0,53261865.8,2737372,余额包销,中信证券股份有限公司,厦门健华天有限责任会计师事务所,19.81132075,0.787401557,3.674540758,4.461942196,2.887139082,0,0,0,0
600021.SH,2003-10-29,5.8,240000000,0,38612000,2504360,余额包销,国泰君安证券股份有限公司,华证会计师事务所有限公司,49.48275862,5.190311432,2.5374856,0.922722042,7.2664361,0,0,0,0
600022.SH,2004-06-29,6.36,220000000,0,49897334.22,6714540,余额包销,南方证券股份有限公司,信水中和会计师事务所有限责任公司,0.157232704,2.197802305,-1.098901153,0.784929335,-3.296703339,0,0,0,0
600023.SH,2013-12-19,5.53,1072092605,0,59000000,0,余额包销,中国国际金融有限公司,天健会计师事务所(特殊普通合伙),60.57866184,-18.80630684,-24.21171188,-27.92792702,-30.74324417,23.11868477,2.431050539,5900.623535,8.916678429
600026.SH,2002-05-23,2.36,350000000,0,27296000,0,余额包销,中国国际金融有限公司,上海众华沪银会计师事务所,88.13559322,-2.927927971,-1.576576591,-1.12612617,0.225225225,0,0,0,0
600027.SH,2005-02-03,2.52,765000000,0,41249900,7671732,余额包销,中国国际金融有限公司,毕马威华振会计师事务所,78.96825397,-14.63414669,-9.312638283,-12.19512177,-13.74722862,0,0,0,0
600028.SH,2001-08-08,4.22,2800000000,0,239915800,0,余额包销,中国国际金融有限公司,毕马威华振会计师事务所,3.317535545,-2.06422019,-5.045871735,-8.944953918,-8.715596199,0,0,0,0
600029.SH,2003-07-25,2.7,1000000000,0,59232819.79,10283691,余额包销,中国银河证券有限责任公司,毕马威华振会计师事务所,43.7037037,3.608247519,1.030927777,0,3.608247519,0,0,0,0
600030.SH,2003-01-06,4.5,400000000,0,40326625,2519180,余额包销,广发证券股份有限公司,安永会计师事务所,11.33333333,25.74850273,36.12774277,38.92215729,39.12175751,0,0,0,0
600031.SH,2003-07-03,15.56,60000000,0,33705600,613134,余额包销,湘财证券有限责任公司,利安达信隆会计师事务所,36.88946015,6.338027954,17.98122025,20.23474121,14.83568096,0,0,0,0
600033.SH,2001-02-09,6.66,200000000,0,35664000,0,余额包销,广发证券有限责任公司,厦门天健会计师事务所有限公司,32.88288288,-2.485875607,-5.310734272,-3.502824783,-3.615819216,0,0,0,0
600035.SH,2004-03-10,3,280000000,0,35020000,2007791,余额包销,长江证券有限责任公司,武汉众环会计师事务所有限责任公司,103,5.254515648,5.254515648,2.791461468,3.119868755,0,0,0,0
600036.SH,2002-04-09,7.3,1500000000,0,207110000,0,余额包销,中国国际金融有限公司,毕马威华振会计师事务所,46.02739726,-4.690431595,-6.191369534,-6.003752232,-11.06941795,0,0,0,0
600037.SH,2001-02-08,15.5,80000000,0,35000000,0,余额包销,华夏证券有限公司,北京京都会计师事务所有限责任公司,83.5483871,9.841827393,15.85237217,14.93848896,22.9876976,0,0,0,0
600038.SH,2000-12-18,7.85,60000000,0,15000000,0,余额包销,中国南方证券有限公司,岳华会计师事务所有限责任公司,139.3630573,4.896221161,5.215540409,6.226716518,0.532197952,0,0,0,0
600039.SH,2003-03-25,6.87,100000000,0,28973934,882082,余额包销,华夏证券股份有限公司,岳华会计师事务所有限责任公司,32.02328967,9.040793419,4.63065052,10.36383724,13.00992298,0,0,0,0
600048.SH,2006-07-31,13.95,150000000,0,73940000,0,余额包销,中信证券股份有限公司,深圳大华天诚会计师事务所,44.87455197,12.46907425,17.71400261,16.18010902,30.62840271,0,0,0,0
600050.SH,2002-10-09,2.3,5000000000,0,239320000,61647775,余额包销,中国国际金融有限公司,普华永道中天会计师事务所有限公司,24.7826087,4.181184769,5.923345089,3.135888577,6.620209217,0,0,0,0
600051.SH,1997-04-10,11.78,30000000,0,9420000,0,余额包销,君安证券有限公司,大华会计师事务所,162.9881154,16.04260826,30.01936722,20.56165314,20.10974884,0,0,0,0
600052.SH,1997-04-15,5.7,35000000,0,7000000,0,余额包销,广发证券有限责任公司,蜀都会计师事务所,236.4912281,-6.152241707,21.22002029,17.83107376,21.37643433,0,0,0,0
600053.SH,1997-04-18,5.6,45000000,0,10800000,0,余额包销,华夏证券有限公司,南昌会计师事务所,136.7857143,53.77074051,70.73906708,59.87933731,45.77677155,0,0,0,0
600054.SH,1997-05-06,6.02,40000000,0,9965858.67,0,余额包销,安徽省证券公司,0,256.1461794,-11.84701538,-16.97761154,-23.27425385,-21.9682827,0,0,0,0
600055.SH,1997-05-19,8.54,15000000,0,4800000,0,余额包销,广发证券有限责任公司,北京兴华会计师事务所,165.3395785,-16.59311485,-6.178287506,-13.72462463,-17.07855225,0,0,0,0
600056.SH,1997-05-15,7.02,30000000,0,8610000,0,余额包销,中国南方证券有限公司,中信会计师事务所,213.3903134,-21.04545403,-18.18181801,-11,-25,0,0,0,0
600057.SH,1997-06-04,4.43,40000000,0,6000000,0,余额包销,厦门证券公司,0,334.537246,-26.96103859,-32,-35.01298523,-41.92207718,0,0,0,0
600058.SH,1997-05-28,8.52,75000000,0,15000000,0,余额包销,中信证券有限责任公司,中洲会计师事务所,123.2394366,1.787592053,-16.5615139,-19.82124138,-15.50998974,0,0,0,0
600059.SH,1997-05-16,8.84,35000000,0,9450000,0,余额包销,中信证券有限责任公司,浙江会计师事务所,194.1176471,10,13.84615421,11.34615421,8.07692337,0,0,0,0
600060.SH,1997-04-22,6.28,70000000,0,14000000,0,余额包销,中信证券有限责任公司,山东青岛会计师事务所,178.343949,10.46910763,5.263157845,2.974828482,-12.98626995,0,0,0,0
600061.SH,1997-05-19,6.2,30000000,0,8120000,0,余额包销,君安证券有限公司,大华会计师事务所,138.7096774,-16.41891861,-6.824324131,-21.14864922,-16.9594593,0,0,0,0
600062.SH,1997-05-22,6.69,47000000,0,9400000,0,余额包销,中国南方证券有限公司,京都会计师事务所,107.0254111,9.747292519,15.01805019,-2.743682384,-3.17689538,0,0,0,0
600063.SH,1997-05-28,6.15,50000000,0,15375000,0,余额包销,安徽省国际信托投资公司,安徽会计师事务所,141.9512195,-4.368279457,-22.71505356,-14.78494644,-17.6747303,0,0,0,0
600064.SH,1997-05-06,7.84,50000000,0,12000000,0,余额包销,国泰证券有限公司,无锡公证会计师事务所,259.0561224,-7.282415867,-13.49911213,-21.42095947,-15.59502697,0,0,0,0
600066.SH,1997-05-08,9.75,35000000,0,10500000,0,余额包销,黄河证券有限责任公司,郑州会计师事务所,167.6923077,5.555555344,-13.44827557,-12.41379356,2.490421534,0,0,0,0
600067.SH,1997-05-08,0,13575300,0,0,0,0,中国工商银行福州市信托投资公司,0,0,10.92604923,-13.12458324,-3.39773488,-0.866089284,0,0,0,0
600068.SH,1997-05-26,6,190000000,0,34200000,0,余额包销,湖北证券公司,湖北大信会计师事务所,163.3333333,23.67088699,27.65822792,25.18987274,25.94936752,0,0,0,0
600069.SH,1997-04-30,4.62,40000000,0,6696000,0,余额包销,河南省证券公司,亚太会计师事务所,250.2164502,-4.697156906,-15.45117474,-25.89616776,-21.6316433,0,0,0,0
600070.SH,1997-06-04,3.77,20000000,0,5000000,0,0,申万宏源证券有限公司,浙江会计师事务所,394.6949602,-26.97050858,-35.22788239,-35.92493439,-40.85791016,0,0,0,0
600071.SH,1997-05-28,5.6,22000000,0,6126000,0,余额包销,中国东方信托投资公司,大华会计师事务所,185.7142857,-3.625,-21.9375,-25.9375,-25,0,0,0,0
600072.SH,1997-06-03,5.37,60000000,0,8208000,0,余额包销,君安证券有限公司,大华会计师事务所,256.9832402,-30.04694748,-34.53312302,-36.4632225,-47.41783905,0,0,0,0
600073.SH,1997-07-04,4,100000000,0,14000000,0,余额包销,海通证券有限公司,大华会计师事务所,71.25,-5.109488964,5.547445297,1.897810221,10.80291939,0,0,0,0
600074.SH,1997-06-23,6.63,30000000,0,9300000,0,余额包销,申万宏源证券有限公司,中华会计师事务所,80.99547511,-7.083333492,-19.16666603,-15.91666698,-16.25,0,0,0,0
600075.SH,1997-06-17,6.53,27000000,0,7350000,0,余额包销,申万宏源证券有限公司,深圳中诚会计师事务所,117.4578867,2.535211325,-10.1408453,-19.85915565,-12.67605591,0,0,0,0
600076.SH,1997-05-26,5.6,50000000,0,13000000,0,余额包销,申万宏源证券有限公司,山东潍坊会计师事务所,250,20.10204124,6.632653236,5.357142925,1.632653117,0,0,0,0
600077.SH,1997-05-20,5.18,14200000,0,3679200,0,余额包销,申万宏源证券有限公司,辽宁会计师事务所,204.0540541,-8.888889313,2.730158806,-15.4285717,-12.38095284,0,0,0,0
600078.SH,1997-06-27,5.8,35000000,0,9450000,0,余额包销,江苏省证券公司,无锡公证会计师事务所,130.1724138,-3.820224762,-1.64794004,-1.57303369,-8.764044762,0,0,0,0
600079.SH,1997-06-06,5.22,20000000,0,5382000,0,余额包销,申万宏源证券有限公司,湖北大信会计师事务所,250.5747126,-22.13114738,-23.44262314,-32.18579102,-41.8579216,0,0,0,0
600080.SH,1997-06-12,6.16,30000000,0,6000000,10411,余额包销,申万宏源证券有限公司,陕西岳华会计师事务所,117.2077922,15.09716034,30.79222679,41.85351181,89.01345062,0,0,0,0
600081.SH,1997-07-03,7.55,12500000,0,3384000,0,全额包销,君安证券有限公司,湖北大信会计师事务所,94.56953642,-4.016337872,10.27910137,6.739278316,9.189925194,0,0,0,0
600082.SH,1997-06-20,5.18,30000000,0,5040000,0,余额包销,申万宏源证券有限公司,天津会计师事务所,110.4247104,-19.7247715,-32.66054916,-29.54128456,-25.50458717,0,0,0,0
600083.SH,1997-06-06,6.05,70000000,0,13300000,0,余额包销,中兴信托投资有限责任公司,成都市蜀都会计师事务所,128.9256198,-20.07220268,-24.47653389,-35.45126343,-38.05054092,0,0,0,0
600084.SH,1997-07-11,7.84,30000000,0,7650000,0,余额包销,申万宏源证券有限公司,新疆会计师事务所,94.00510204,4.20775795,-2.695595026,-3.87902689,-8.152531624,0,0,0,0
600085.SH,1997-06-25,7.08,50000000,0,11515000,0,余额包销,华夏证券有限公司,北京京都会计师事务所,143.220339,-10.51103401,-14.34378624,-11.14982605,-16.66666603,0,0,0,0
600086.SH,1997-06-06,6.04,30000000,0,6480000,0,余额包销,湖北证券公司,湖北会计师事务所,147.0198675,-6.166219711,-6.166219711,-15.41554928,-18.56568336,0,0,0,0
600088.SH,1997-06-16,7.95,50000000,0,9340000,0,余额包销,中国教育科技信托投资有限公司,中华会计师事务所,146.4150943,3.113833666,-4.696273804,-21.23532486,-18.88718796,0,0,0,0
600089.SH,1997-06-18,5.19,33000000,0,7500000,0,余额包销,中信证券股份有限责任公司,新疆会计师事务所,142.7745665,-11.11111069,-29.52380943,-30.79365158,-29.20634842,0,0,0,0
600090.SH,1997-06-16,4.05,32700000,0,3000000,0,余额包销,君安证券有限公司,新疆会计师事务所,186.4197531,-17.93103409,-28.01724052,-23.70689583,-18.96551704,0,0,0,0
600091.SH,1997-07-04,5.28,37000000,0,9384000,0,余额包销,光大证券有限责任公司,大连中华会计师事务所,66.66666667,10,14.43181801,6.477272511,10.909091,0,0,0,0
600093.SH,1997-06-26,8.05,30000000,0,9500000,0,余额包销,广发证券有限责任公司,湖北大信会计师事务所,83.22981366,-21.69491577,-7.389830589,-9.898304939,-11.18644047,0,0,0,0
600094.SH,1997-07-03,7.04,40000000,0,11000000,0,余额包销,国泰证券有限公司,0,54.82954545,-9.908256531,0.917431176,-6.330275059,-4.036697388,0,0,0,0
600095.SH,1997-07-08,5.78,50000000,0,9000000,0,余额包销,华夏证券有限公司,哈尔滨会计师事务所,92.90657439,16.68161392,12.82511234,2.869955063,5.829596519,0,0,0,0
600096.SH,1997-07-09,6.21,100000000,0,14000000,0,余额包销,光大证券有限责任公司,云南会计师事务所,30.7568438,14.28571415,15.14778328,13.30049229,14.03940868,0,0,0,0
600097.SH,1997-06-19,6.61,35000000,0,9800000,0,余额包销,中国信达信托投资公司,京都会计师事务所,115.5824508,20.70175362,2.45614028,16.84210587,17.89473724,0,0,0,0
600098.SH,1997-07-18,7.87,100000000,0,14500000,0,余额包销,广州证券公司,羊城会计师事务所,107.750953,-6.666666508,-13.14984703,-13.33333302,-23.18042755,0,0,0,0
600099.SH,1997-07-04,6.09,40000000,0,7671800,0,余额包销,江苏省证券公司,江苏会计师事务所,104.4334975,12.8514061,16.38554192,8.433734894,8.032128334,0,0,0,0
600100.SH,1997-06-27,8.28,42000000,0,9000000,0,余额包销,中信证券股份有限责任公司,中信会计师事务所,309.4202899,-13.27433586,-14.69026566,-15.19174004,-23.30383492,0,0,0,0
600101.SH,1997-06-27,0,29000000,0,0,0,0,0,0,0,-2.600896835,1.345291495,-1.793721914,0.896860957,0,0,0,0
600103.SH,1997-07-03,5.16,80000000,0,12000000,0,余额包销,福建华兴信托投资公司,福建华兴会计师事务所,63.95348837,-6.02836895,-1.06382978,6.264775276,1.654846311,0,0,0,0
600104.SH,1997-11-25,7.02,300000000,0,24000000,0,余额包销,申万宏源证券有限公司,大华会计师事务所,83.76068376,5.426356792,4.573643208,7.209302425,2.325581312,0,0,0,0
600105.SH,1997-09-29,7.1,35000000,0,8539750,0,余额包销,国泰证券有限公司,大华会计师事务所,70.42253521,2.479338884,10.74380207,15.70247936,21.65289307,0,0,0,0
600106.SH,1997-06-18,5.4,90000000,0,12330000,0,余额包销,广发证券有限责任公司,重庆会计师事务所,111.1111111,3.070175409,7.894736767,20.87719345,23.5087719,0,0,0,0
600107.SH,1997-11-06,8.1,50000000,0,14367500,0,余额包销,中国东方信托投资公司,湖北会计师事务所,144.9382716,15.42338753,1.764112949,-10.38306427,-5.292338848,0,0,0,0
600108.SH,1997-08-18,6.06,70000000,0,16100000,0,余额包销,甘肃证券有限责任公司,甘肃第二会计师事务所,40.0990099,4.829210758,21.79034233,35.57125854,18.96348572,0,0,0,0
600109.SH,1997-08-07,0,27500000,0,0,0,0,0,0,0,-13.21839046,-15.17241383,-17.24137878,-10.4597702,0,0,0,0
600110.SH,1997-10-07,7.52,30000000,0,8379600,0,余额包销,中国科技国际信托投资有限责任公司,吉林会计师事务所,59.57446809,11.66666698,35.25,28.33333397,43.08333206,0,0,0,0
600111.SH,1997-09-24,4.43,80000000,0,12000000,0,余额包销,申万宏源证券有限公司,内蒙古会计师事务所,79.90970655,-5.646173,4.893350124,10.66499329,16.31116676,0,0,0,0
600112.SH,1997-11-27,4.31,40000000,0,7422683.38,0,余额包销,贵州证券公司,贵州会计师事务所,93.73549884,-10.53892231,-11.73652649,-14.4910183,-12.09580803,0,0,0,0
600113.SH,1997-10-21,5.75,40000000,0,6240000,0,余额包销,华夏证券有限公司,浙江会计师事务所,106.6086957,1.430976391,-1.599326611,-6.397306442,-7.407407284,0,0,0,0
600114.SH,2004-05-11,10,45000000,0,18003100,444847,余额包销,国联证券有限责任公司,浙江天健会计师事务所有限公司,45.4,-3.576341152,-12.86107254,-6.464924335,-11.41678143,0,0,0,0
600115.SH,1997-11-05,2.45,300000000,0,14150000,0,余额包销,国泰证券有限公司,上海长江会计师事务所,199.1836735,-10.77762604,-15.00682163,-18.96316528,-20.46384811,0,0,0,0
600116.SH,1997-08-04,6.38,50000000,0,10400000,0,余额包销,中国南方证券有限公司,重庆会计师事务所,123.9811912,-10.42687225,-20.50384903,-12.24632645,-9.377186775,0,0,0,0
600117.SH,1997-10-15,5.8,80000000,0,16000000,0,余额包销,中国南方证券有限公司,深圳市会计师事务所,35.86206897,-0.888324857,-0.380710661,-3.299492359,-7.106598854,0,0,0,0
600118.SH,1997-09-08,5.28,25000000,0,8300000,0,余额包销,广东证券公司,北京兴华会计师事务所,129.5454545,-5.115511417,-14.35643578,-16.66666603,-15.01650143,0,0,0,0
600119.SH,1998-01-15,4.76,40000000,0,8800000,0,余额包销,申万宏源证券有限公司,上海会计师事务所,155.6722689,-1.396877527,0.986031234,-0.082169272,-4.19063282,0,0,0,0
600120.SH,1997-12-01,7.56,12500000,0,4151400,0,余额包销,光大证券有限责任公司,浙江会计师事务所,206.6137566,-1.207937837,7.765315056,8.757549286,15.09922314,0,0,0,0
600121.SH,1998-01-07,5.5,80000000,0,14800000,0,全额包销,中煤信托投资有限责任公司,北京兴华会计师事务所,120,7.272727489,2.066115618,4.793388367,0.165289253,0,0,0,0
600122.SH,1998-04-20,6.61,50000000,0,12000000,0,余额包销,江苏省证券公司,南京会计师事务所,275.6429652,27.26540565,32.01771927,22.7950058,19.13008499,0,0,0,0
600123.SH,1998-12-17,4.12,80000000,0,15000000,0,余额包销,国泰证券有限公司,太原会计师事务所,66.99029126,0,-4.941860676,-6.6860466,-10.17441845,0,0,0,0
600125.SH,1998-05-11,6.84,25000000,0,7428000,0,余额包销,中信证券有限责任公司,大连中华会计师事务所,241.2280702,-12.21079731,-14.86718082,-13.92459297,-11.31105423,0,0,0,0
600126.SH,1998-03-11,6.45,85000000,0,16585300,0,余额包销,浙江证券有限责任公司,浙江会计师事务所,6.666666667,-1.744186044,-2.034883738,-3.633720875,-0.145348832,0,0,0,0
600127.SH,1998-05-06,5.3,50000000,0,10010000,0,余额包销,湘财证券有限责任公司,湖南省会计师事务所,221.6981132,-10.85044003,-11.90615845,-12.9032259,-10.14662743,0,0,0,0
600128.SH,1997-09-01,6.77,35000000,0,7000000,0,余额包销,南方证券有限公司,江苏会计师事务所,88.77400295,-3.129890442,-9.233177185,-12.75430393,-18.85758972,0,0,0,0
600129.SH,1997-11-18,7,50000000,0,5000000,0,余额包销,海南港澳国际信托投资有限公司,重庆会计师事务所,99.28571429,3.369175673,-0.071684591,3.942652225,11.82795715,0,0,0,0
600130.SH,2000-07-06,16,40000000,0,15951482.73,0,余额包销,大鹏证券有限责任公司,宁波永德会计师事务所,119.0625,0.427960068,-2.85306716,-3.6804564,-4.136947155,0,0,0,0
600131.SH,1998-04-02,5.25,35000000,0,8060000,0,余额包销,君安证券有限责任公司,中信会计师事务所,198.0952381,-8.626197815,-8.17891407,-12.46006393,-7.987220287,0,0,0,0
600132.SH,1997-10-30,5.54,40000000,0,8580000,0,余额包销,申万宏源证券有限公司,重庆会计师事务所,118.7725632,-8.828382492,-13.77887821,-21.12211227,-24.91749191,0,0,0,0
600133.SH,1998-02-12,4.5,40000000,0,8205600,0,余额包销,招银证券公司,武汉众环会计师事务所有限责任公司,244.2222222,-5.810200214,-10.20012951,-15.62298298,-15.55842495,0,0,0,0
600135.SH,1998-01-22,6.42,70000000,0,16500000,0,余额包销,深圳国投证券有限公司,蛇口中华会计师事务所,91.43302181,7.811228752,2.76647687,1.464605331,-3.580146551,0,0,0,0
600136.SH,1998-03-03,5.29,25000000,0,7000000,0,余额包销,君安证券有限责任公司,武汉中华会计师事务所,154.8204159,3.486646891,29.89614296,43.91691208,47.62611389,0,0,0,0
600137.SH,1998-04-16,0,14500000,0,0,0,0,0,0,0,-11.65311623,-13.27913284,-13.33333302,-18.59078598,0,0,0,0
600138.SH,1997-12-03,6.57,60000000,0,15000000,0,余额包销,湖北证券公司,湖北大信会计师事务所,71.99391172,6.637167931,3.274336338,3.539823055,12.03539848,0,0,0,0
600139.SH,1998-02-25,2,21000000,0,0,0,0,0,0,551,-11.98156643,-10.59907818,-3.763440847,-2.457757235,0,0,0,0
600141.SH,1999-06-16,4.7,40000000,0,7380000,0,余额包销,湖北证券公司,湖北会计师事务所,142.5531915,8.157895088,9.210526466,15.78947353,9.649123192,0,0,0,0
600143.SH,2004-06-23,10.93,45000000,0,18736044.67,763604,余额包销,广发证券股份有限公司,广东康元会计师事务所有限公司,48.76486734,-11.93111897,-12.73062706,-22.38622475,-15.92865944,0,0,0,0
600145.SH,1999-09-23,4,45000000,0,8550000,0,余额包销,国泰证券有限公司,重庆华源会计师事务所,131,3.679653645,1.948051929,-0.649350643,4.653679848,0,0,0,0
600146.SH,1999-07-07,3.95,60000000,0,9600000,0,余额包销,中信证券股份有限责任公司,宁夏五联会计师事务所,141.0126582,-2.836134434,-3.991596699,3.886554718,9.243697166,0,0,0,0
600148.SH,1998-05-20,4.77,20000000,0,5000000,0,余额包销,招银证券公司,深圳中华会计师事务所,177.7777778,0.603773594,7.849056721,4.075471878,0.754716992,0,0,0,0
600149.SH,1999-10-14,5.48,45000000,0,9550000,0,余额包销,大鹏证券有限责任公司,河北华安会计师事务所,62.40875912,-6.741572857,-1.460674167,-4.494381905,-3.370786428,0,0,0,0
600150.SH,1998-05-20,3.83,70000000,0,7870000,0,余额包销,申万宏源证券有限公司,大华会计师事务所,99.73890339,6.143790722,5.620914936,3.2679739,-0.392156869,0,0,0,0
600151.SH,1998-06-05,5.76,68000000,0,12070000,0,余额包销,国泰证券有限公司,大华会计师事务所,173.2638889,-1.20711565,-5.019059658,-6.289707661,-8.831004143,0,0,0,0
600152.SH,1998-06-09,4.5,45000000,0,9000000,0,余额包销,宁波证券有限责任公司,宁波市会计师事务所,146.2222222,-7.129963875,-3.068592072,-8.844765663,-11.64259911,0,0,0,0
600153.SH,1998-06-16,6.01,50000000,0,8912500,0,余额包销,厦门证券有限公司,厦门大学会计师事务所,144.4259567,14.56773281,12.32130718,10.2110281,11.64057159,0,0,0,0
600155.SH,1998-09-18,5,50000000,0,9775000,0,余额包销,中国经济开发信托投资公司,河北会计师事务所,153.8,-7.013396263,-5.43735218,-5.200945854,-2.679275036,0,0,0,0
600156.SH,1998-05-27,5.27,85000000,0,16000000,0,余额包销,湖南证券有限责任公司,湖南省会计师事务所,122.2011385,2.47651577,5.294620037,-0.853970945,4.526046276,0,0,0,0
600157.SH,1998-05-13,0,19616800,0,0,0,0,0,0,0,-13.58558559,-14.23423386,-14.41441441,-10.05405426,0,0,0,0
600158.SH,1998-03-27,5.8,45000000,0,10250000,0,余额包销,国信证券有限公司,北京兴华会计师事务所,170.5172414,2.294455051,15.93371582,8.349267006,10.26131248,0,0,0,0
600159.SH,1998-05-26,7.42,40000000,0,9310920,0,余额包销,中国经济开发信托投资公司,中庆会计师事务所,203.2345013,-8.666666985,-13.64444447,-18,-13.55555534,0,0,0,0
600160.SH,1998-06-26,5.75,80000000,0,16583166.34,0,余额包销,浙江省国际信托投资公司,浙江会计师事务所,107.3043478,-10.82214737,-10.40268421,-12.33221436,-10.06711388,0,0,0,0
600161.SH,1998-06-16,4.07,30000000,0,7200000,0,余额包销,君安证券有限责任公司,北京兴华会计师事务所,429.4840295,5.336426735,-5.661252975,-8.816705704,-2.088166952,0,0,0,0
600162.SH,1998-06-09,4,35000000,0,8050000,0,余额包销,山东证券有限责任公司,山东会计师事务所,145,-3.265306234,7.551020622,-1.632653117,0,0,0,0,0
600163.SH,1998-06-02,4.73,70000000,0,15400000,0,余额包销,长城证券有限责任公司,福建华兴会计师事务所,86.04651163,0.568181813,-5.795454502,0.113636367,-6.818181992,0,0,0,0
600165.SH,1998-05-29,5,45000000,0,9000000,0,余额包销,海南港澳国际信托投资有限公司,宁夏会计师事务所,123.4,0.179051027,-2.596240044,-5.998209476,-6.803939342,0,0,0,0
600166.SH,1998-06-02,6.46,50000000,0,13000000,0,余额包销,申万宏源证券有限公司,京都会计师事务所,138.2352941,23.58674431,16.82910919,19.42819977,13.19038296,0,0,0,0
600167.SH,1999-01-28,5.26,70000000,0,11900000,0,余额包销,国泰证券有限公司,沈阳会计师事务所,23.76425856,-6.451612949,-4.761904716,-1.536098361,1.689708114,0,0,0,0
600168.SH,1998-04-27,6.91,85000000,0,17370000,0,余额包销,湖北证券公司,武汉中华会计师事务所,154.4138929,1.422070503,-2.389078617,-6.143344879,-5.574516296,0,0,0,0
600169.SH,1998-09-04,4.13,80000000,0,14400000,0,余额包销,君安证券有限公司,山西会计师事务所,55.44794189,-1.401869178,-3.271028042,-5.295949936,-6.386292934,0,0,0,0
600170.SH,1998-06-23,6.67,150000000,0,21000000,0,余额包销,申万宏源证券有限公司,安达信·华强会计师事务所,81.10944528,4.139072895,7.367549896,2.649006605,0.41390729,0,0,0,0
600171.SH,1998-09-24,6.53,120000000,0,15480000,0,余额包销,海通证券有限公司,大华会计师事务所,161.8683002,-5.84795332,-10.87719345,-9.941520691,-13.8596487,0,0,0,0
600172.SH,1998-11-26,6.4,40000000,0,8794000,0,余额包销,国泰证券有限公司,深圳市会计师事务所,140.625,-2.922077894,-3.896103859,-0.649350643,-1.55844152,0,0,0,0
600173.SH,1999-04-15,4.42,80000000,0,9000000,0,余额包销,华夏证券有限公司,黑龙江省兴业会计师事务所,42.08144796,-6.528662205,-5.732483864,-7.802547932,-18.15286636,0,0,0,0
600175.SH,1999-04-08,13.2,13340000,0,6520000,0,余额包销,海南省国际信托投资公司,海南从信会计师事务所,84.09090909,-3.292181015,-6.913580418,-7.613168716,-6.707818985,0,0,0,0
